userid,orderHistory_1_rate,keywords_good1_bad0
114113682736,,
114113780031,0.0,1.0
114113880038,,
114113880232,,1.0
114113882130,,
114113882739,0.0,1.0
114114080033,,
114114182938,0.0,1.0
114114280333,,1.0
114114380030,,
114114482931,0.0,1.0
114114580035,0.0,1.0
114114582737,,
114114680339,,
114114782135,,
114114880333,,
114114882730,,
114114882735,,
114114982732,0.3333333333333333,1.0
114115080031,,
114115082132,,
114115180230,0.0,
114115182138,,
114115280039,0.0,1.0
114115280237,0.0,
114115280633,,
114115282737,,
114115282738,,
114115380032,0.0,1.0
114115480033,,1.0
114115480332,,
114115482133,,
114115482735,,
114115482933,,
114115580034,,
114115680233,0.0,
114115780431,0.0,1.0
114115780434,0.0,1.0
114115780833,,
114115780838,,1.0
114115782737,,1.0
114115782933,,
114115880634,,1.0
114115880832,1.0,1.0
114115882138,,
114115980338,0.0,1.0
114115980436,,
114115980532,,
114116080038,,
114116080231,,1.0
114116082135,0.0,
114116082734,,1.0
114116082932,1.0,1.0
114116082938,,
114116180237,0.0,
114116180330,0.0,
114116180630,,
114116182139,,
114116380237,,
114116382139,,1.0
114116482733,0.3333333333333333,1.0
114116482933,,
114116582132,,
114116582930,0.0,1.0
114116682139,0.0,1.0
114116780332,,1.0
114116882132,,1.0
114116882139,,
114116982733,,
114117080034,,
114117082932,,
114117180038,,
114117180337,,
114117182939,,
114117282732,,
114117282737,,1.0
114117380538,0.0,
114117582930,,
114117680234,0.0,1.0
114117680333,0.0,
114117680339,,1.0
114117880035,,
114117882736,,
114117980235,,1.0
114117980337,,1.0
114117982934,,1.0
114118082738,,
114118182737,,
114118182930,0.0,1.0
114118280232,,1.0
114118280234,,1.0
114118280432,,
114118280530,,
114118280535,0.0,1.0
114118280537,,1.0
114118282731,,
114118380239,,1.0
114118380534,,
114118380632,0.0,
114118382137,,
114118580239,,
114118582138,0.0,1.0
114118582737,0.0,1.0
114118780036,,1.0
114118780837,0.0,1.0
114118782932,,
114118880035,,
114118880333,,1.0
114118880339,,
114118880838,,
114118882133,0.0,
114118882134,,
114118980334,,
114118980530,,
114119080135,,
114119080236,,
114119080438,,1.0
114119080731,,1.0
114119080732,,1.0
114119080736,,
114119080739,,1.0
114119080834,,
114119080839,,1.0
114119080931,,
114119082738,0.0,
114119091035,,
114119091036,,
114119091530,,1.0
114119093034,,
114119093038,,0.0
114119093134,,
114119093136,,
114119093335,,
114119093436,,
114119093438,,
114119093439,0.6666666666666666,1.0
114119093537,,1.0
114119093639,,1.0
114119093733,,1.0
114119093833,,1.0
114119093838,,1.0
114119093939,0.0,
114119180330,,
114119180536,0.0,
114119180639,0.0,1.0
114119182735,0.0,1.0
114119182936,,1.0
114119280237,,
114119280836,,1.0
114119282934,,1.0
114119380632,0.0,1.0
114119382131,,
114119382132,,
114119382135,,1.0
114119480136,,
114119480339,,
114119480432,,1.0
114119480433,,
114119480531,,1.0
114119480535,0.5,
114119480833,,
114119482734,,
114119482930,,
114119482936,,
114119482939,,
114119493535,,
114119493730,,1.0
114119493835,,
114119493839,0.0,
114119580238,0.0,1.0
114119580337,,
114119582731,,
114119680630,,
114119680832,,
114119780036,,
114119880539,,
114119880634,0.0,1.0
114119880730,,
114119882735,,
114119980034,,
114119980237,,
114119980637,1.0,1.0
114121080034,,
114121080231,,1.0
114121082939,,1.0
114121182734,,
114121280036,0.0,1.0
114121282733,,
114121380036,,1.0
114121382138,0.0,
114121382730,,
114121480234,,1.0
114121480536,,
114121480636,,
114121580239,,
114121580336,,
114121580338,1.0,1.0
114121582737,,
114121682735,,
114121782930,0.0,1.0
114121982130,,
114121982736,0.4,1.0
114122280034,,
114122280331,,1.0
114122482134,,
114122482939,0.0,
114122682132,0.0,1.0
114122682734,,
114122780230,,1.0
114122780339,1.0,
114122782731,,
114122882139,,1.0
114122882738,0.0,
114122980035,,1.0
114122982136,0.0,1.0
114124082131,,
114124180538,0.0,1.0
114124180837,0.0,1.0
114124280233,,
114124280532,,1.0
114124280534,,1.0
114124280835,,
114124380132,,1.0
114124380231,,
114124380730,,
114124380933,0.0,1.0
114124380936,,1.0
114124382132,,
114124393334,,
114124393636,,
114124480637,,
114124480837,,
114124680035,0.0,1.0
114124680338,,1.0
114124680537,,
114124682739,0.0,1.0
114124880539,,0.0
114124980339,,1.0
114124980537,0.0,
114124982737,0.0,1.0
114125180234,,1.0
114125280038,,
114125380337,,0.0
114125482733,,
114125580033,,1.0
114125582735,,
114125582937,,
114125680032,,1.0
114125780334,0.0,1.0
114125782733,,1.0
114125782738,,1.0
114125982738,,
114125982930,0.0,
114125982935,,1.0
114126080332,,1.0
114126180033,,
114126380031,,0.0
114126382134,,
114126480230,0.0,1.0
114126482732,0.0,
114126580037,,
114126580337,0.0,
114126582136,0.0,1.0
114126780634,1.0,1.0
114126982937,,
114127080434,,
114127080839,,
114127091039,,1.0
114127091331,0.0,
114127093034,,
114127093136,,
114127093734,,1.0
114127180430,,
114127180831,,1.0
114127280237,0.0,1.0
114127280334,,
114127280432,,
114127280434,,
114127280933,,
114127293030,,
114127293330,,1.0
114127293337,,
114127293338,,
114127480332,,
114127511239,,1.0
114127511430,0.0,1.0
114127513635,,
114127513638,,
114127514539,,
114127580032,,1.0
114127580033,,1.0
114127580034,,
114127580039,,0.0
114127580233,,
114127580234,0.0,
114127580438,0.0,1.0
114127580536,,1.0
114127580734,,1.0
114127580834,,
114127580838,,1.0
114127582135,,
114127590936,,1.0
114127591232,,
114127591334,,1.0
114127591430,,
114127591633,0.0,1.0
114127591636,,
114127591735,,1.0
114127591830,,
114127591933,,1.0
114127593236,,1.0
114127593239,0.0,1.0
114127593335,,1.0
114127594034,0.0,
114127594130,,1.0
114127594231,0.0,1.0
114127594734,,1.0
114127595235,,1.0
114127595534,,1.0
114127595632,,
114127597031,,
114127597034,,1.0
114127597132,,1.0
114127597230,,
114127597435,,
114127597936,,1.0
114127598137,,
114127598630,,
114127598632,,
114127598636,,1.0
114127598735,0.0,
114127598837,0.0,1.0
114127598838,0.0,1.0
114127598935,0.0,1.0
114127598938,,1.0
114127599131,,1.0
114127599138,0.0,1.0
114127599231,,
114127599239,,1.0
114127599432,,1.0
114127599439,,1.0
114127599632,,0.0
114127599837,,
114127680236,,
114127682938,,1.0
114127780038,,1.0
114127780134,0.0,1.0
114127780330,,
114127793338,,
114127880233,,
114127880636,,
114127882930,,1.0
114127980039,,
114127980132,0.0,
114127980231,,
114127980237,,
114127980534,0.5,1.0
114127980537,,
114127982730,0.0,1.0
114127982935,0.0,
114128280337,,1.0
114128282131,,1.0
114128382935,,
114128482130,0.0,1.0
114128580333,,
114128580335,0.0,1.0
114128582739,1.0,
114128680337,0.0,1.0
114128780034,,1.0
114128980233,0.0,1.0
114128980333,0.2857142857142857,1.0
114129080238,,1.0
114129182139,0.0,1.0
114129280033,0.5,1.0
114129582138,,
114129680339,,
114129880030,,1.0
114129880336,,1.0
114129980036,,
114129982130,,
114129982133,,
114129982733,,1.0
114129982734,,
114129982739,0.0,1.0
114129982938,,
114140080439,,
114140082736,0.0,1.0
114140180239,,
114140180639,0.0,
114140182138,,
114140182935,,
114140193136,,
114140193334,,
114140280336,0.0,1.0
114140280831,,
114140280835,0.0,
114140282934,,1.0
114140282935,0.0,1.0
114140380035,,
114140380132,,
114140380339,,
114140480037,0.3333333333333333,
114140482730,,
114140482732,,1.0
114140580238,,1.0
114140580836,,
114140582131,,
114140582133,,
114140582137,1.0,1.0
114140680532,,
114140680735,0.0,
114140680737,,1.0
114140682932,1.0,
114140682934,,
114140682937,,
114140780036,,1.0
114140780135,,
114140780138,,1.0
114140780731,,
114140780733,,
114140780734,,
114140780932,,1.0
114140780937,,
114140791034,,
114140791038,,1.0
114140791137,,
114140791138,,
114140791438,,
114140791530,,
114140791538,,1.0
114140791632,,1.0
114140793030,,
114140793033,,
114140793039,,
114140793234,,
114140793433,,1.0
114140793437,,
114140793534,,
114140793638,,
114140793737,,1.0
114140793931,,
114140793937,,
114140794037,,
114140794234,0.0,1.0
114140794331,,
114140797037,,
114140880034,,1.0
114140880139,,
114140880237,,1.0
114140880930,,1.0
114140880938,,1.0
114140980336,,1.0
114140980831,,
114140982733,0.0,1.0
114141082936,,1.0
114141180530,,
114141182137,0.16,
114141280231,,
114141280536,0.0,1.0
114141280634,,
114141380235,,
114141480231,0.0,
114141580036,,
114141580038,0.0,0.0
114141580130,,
114141582730,,
114141680638,,
114141780231,,
114141780235,0.0,1.0
114141780333,,
114141880035,,1.0
114141880130,,1.0
114141880530,0.0,
114141880537,,
114141882737,0.0,
114141980039,,1.0
114141980233,,1.0
114141980636,0.6666666666666666,
114141982932,0.0,0.0
114142080034,,
114142080134,0.0,1.0
114142080238,1.0,
114142080637,0.0,1.0
114142082733,,1.0
114142182135,,1.0
114142182937,,1.0
114142280130,,1.0
114142280239,,
114142280331,0.0,0.0
114142280531,,
114142282134,0.0,1.0
114142282135,,
114142282931,,
114142380133,,
114142380137,,
114142380637,,
114142380836,,
114142380936,,1.0
114142393330,,
114142480538,,0.0
114142480637,0.0,
114142482136,,
114142580434,,
114142580630,,
114142580839,,
114142582736,,
114142620239,,
114142620331,,
114142620534,,1.0
114142620637,0.3333333333333333,1.0
114142622738,,
114142680236,0.0,1.0
114142682733,,
114142682738,,1.0
114142780939,,1.0
114142782137,0.0,
114142880337,,
114142880637,,
114142880937,,
114142882131,0.0,1.0
114142882933,,
114142980137,,1.0
114142980237,0.0,1.0
114142980734,,
114142980939,0.0,1.0
114143080039,0.0,
114143082138,,
114143082730,0.0,
114143082731,,1.0
114143180838,,1.0
114143280038,0.0,1.0
114143280330,,1.0
114143280332,,
114143382733,,1.0
114143382736,0.0,
114143480232,,
114143580831,0.0,1.0
114143680532,,
114143680630,0.0,
114143680638,,1.0
114143782135,0.0,
114143782730,,1.0
114143880035,,1.0
114143880534,,1.0
114143880831,0.0,1.0
114143882938,,
114143980031,,
114143980335,,
114143980636,,1.0
114143982736,,
114144080038,,0.0
114144080131,,1.0
114144080135,,0.0
114144080536,,
114144080539,0.0,
114144180133,,
114144180430,,
114144180439,,
114144280231,,
114144280236,,
114144280530,,
114144280631,,
114144280636,,0.0
114144380539,,
114144380835,,
114144382733,,1.0
114144480032,,
114144480037,,
114144480339,0.0,1.0
114144480732,,1.0
114144580230,0.0,1.0
114144580231,,
114144580738,,
114144580931,0.0,
114144680039,,1.0
114144680235,,
114144780832,0.0,1.0
114144880630,0.0,
114144880833,,
114144880936,,
114144893334,,
114144980537,,
114144980932,,1.0
114144982138,,
114144993032,1.0,1.0
114144993034,0.0,1.0
114145080031,0.0,1.0
114145080131,,
114145080436,,
114145080731,,
114145080935,0.5,1.0
114145080936,,
114145082139,,1.0
114145180232,0.0,
114145180530,,
114145180836,0.0,
114145182734,,1.0
114145182935,,
114145280634,,
114145282933,,1.0
114145293335,,
114145380030,,
114145380036,,1.0
114145380233,,
114145380538,0.0,1.0
114145480431,,
114145480935,,1.0
114145482730,1.0,1.0
114145482938,,
114145493337,,
114145580339,,
114145580833,,
114145582735,1.0,
114145680334,,
114145680434,1.0,
114145682939,0.0,1.0
114145780035,0.0,1.0
114145780931,,1.0
114145782938,,
114145880436,,
114145880531,,
114145880831,,
114145880837,,
114145893031,,
114145980331,0.0,
114145980830,,
114145980936,,1.0
114146080030,,
114146080932,,1.0
114146082936,,1.0
114146082938,,
114146093032,,
114146093239,,1.0
114146180436,,
114146180938,0.0,1.0
114146182135,,
114146193336,,
114146280737,0.0,1.0
114146282737,0.0,1.0
114146380034,,1.0
114146382130,0.0,
114146382730,,
114146382939,,
114146393337,,
114146480135,,
114146480136,0.0,1.0
114146480231,0.0,
114146480831,0.0,1.0
114146580132,0.0,
114146580233,,
114146580234,,
114146580637,,
114146582131,,1.0
114146680434,0.0,1.0
114146680833,,1.0
114146680937,,1.0
114146693334,0.0,1.0
114146780033,,
114146780630,0.0,
114146780732,,
114146782930,,
114146880138,,
114146880230,,
114146880536,,
114146882138,,1.0
114146882934,,
114146980732,,
114147080232,0.0,
114147080536,,
114147280435,,1.0
114147282931,0.0,1.0
114147380234,,
114147382133,,1.0
114147480335,0.0,1.0
114147480536,,
114147480833,,
114147580036,,1.0
114147580231,,
114147580438,,0.0
114147680931,0.2857142857142857,1.0
114147680932,0.0,
114147680935,,
114147780032,,1.0
114147780732,,
114147780935,,
114147782736,,
114147882133,0.0,1.0
114147980237,,
114147980337,,
114147980533,,
114147982731,0.0,1.0
114147982934,,
114148082137,0.0,
114148082730,0.0,1.0
114148180238,,1.0
114148180338,,
114148180436,0.0,1.0
114148180630,0.0,
114148182738,,1.0
114148380036,,1.0
114148380835,,
114148480639,0.4,1.0
114148480839,,
114148482130,,
114148482137,,1.0
114148482730,,
114148580034,,
114148580832,1.0,1.0
114148582733,0.0,1.0
114148680230,0.0,1.0
114148680638,,
114148682133,,
114148682939,,
114148780233,0.0,1.0
114148780533,,
114148880133,,
114148880332,1.0,
114148880638,,
114148882733,,
114148882936,,
114148980034,0.0,0.0
114148980036,,0.0
114149080236,,
114149082134,,
114149180130,0.0,1.0
114149180135,,
114149180232,,
114149180939,,
114149182930,,
114149182933,,
114149182936,,
114149282135,0.0,1.0
114149282935,,
114149282938,0.0,1.0
114149380338,0.0,1.0
114149382935,,
114149480535,,
114149482137,,
114149580630,,1.0
114149580632,,
114149680730,0.0,1.0
114149682136,,
114149780037,,
114149780236,,
114149780838,,
114149782731,0.0,1.0
114149782932,0.5,1.0
114149880036,,1.0
114149882131,,
114190082739,,
114190082935,,
114190280234,,1.0
114190280532,,
114190282138,,
114190282736,,
114190380238,0.0,1.0
114190382737,,
114190382739,,1.0
114190480536,,
114190480537,,1.0
114190480634,,1.0
114190480638,0.0,1.0
114190482736,,
114190580039,,1.0
114190580231,,
114190580237,,
114190582130,,1.0
114190680239,,
114190682730,,
114190780034,,
114190880234,0.0,
114190880236,0.0,
114190880535,,
114190980334,0.0,1.0
114190980338,,
114191080134,0.0,1.0
114191080335,0.0,1.0
114191080634,,
114191082735,,
114191180238,,
114191180632,0.0,1.0
114191280536,,1.0
114191280639,,
114191380237,0.0,1.0
114191380436,1.0,
114191380537,0.0,
114191380831,,
114191380832,0.0,
114191380833,,
114191382730,0.0,
114191482133,0.0,
114191482139,,1.0
114191482736,,1.0
114191582132,,
114191582733,,
114191582936,,
114191680231,,
114191680232,,
114191680435,,1.0
114191682133,,
114191780330,,
114191780337,,
114191793631,,
114191880030,0.0,1.0
114191880534,,
114191882736,0.0,1.0
114191980030,,
114191980033,,1.0
114191980233,0.0,1.0
114191982738,,1.0
114191982932,,
114192080234,,0.0
114192180639,,
114192182730,,1.0
114192182938,,
114192280635,0.0,
114192480033,0.0,1.0
114192480039,,0.0
114192480230,,
114192582730,,
114192582735,,
114192780036,,
114192780638,,
114192782931,0.0,1.0
114192880334,,1.0
114192882933,,
114192980631,,
114192980638,,1.0
114192982930,,
114193080031,0.0,1.0
114193080237,0.0,
114193080332,,
114193080339,,1.0
114193082931,,
114193180630,,1.0
114193180635,,
114193182730,,0.0
114193280537,,
114193282130,,
114193282939,,1.0
114193380330,,
114193380639,,
114193382130,,1.0
114193382131,,
114193382733,,1.0
114193480233,0.0,1.0
114193480536,,
114193482133,,
114193482135,,0.0
114193482933,,
114193580039,,
114193580237,,1.0
114193580334,,1.0
114193680031,,1.0
114193682935,,1.0
114193780035,,
114193782931,0.0,0.0
114193880333,,1.0
114193880633,,
114193882132,,1.0
114193882135,,
114193982139,,1.0
114193982931,,1.0
114193982932,,
114194080239,0.5,1.0
114194080633,0.0,1.0
114194080634,,
114194082731,,
114194082933,,
114194180638,,1.0
114194280032,0.0,1.0
114194280233,0.0,
114194280635,0.0,
114194282739,,1.0
114194282932,0.6666666666666666,1.0
114194380631,0.0,
114194380638,,1.0
114194382139,0.0,1.0
114194382732,,
114194580031,,
114194580037,,
114194580234,,
114194580337,,
114194580532,,1.0
114194580635,,1.0
114194582738,0.3333333333333333,
114194680635,,
114194780637,,1.0
114194782139,,
114194782730,,
114194880338,,
114194982130,,
114194982131,,1.0
114196180538,,1.0
114196182137,,1.0
114196280233,1.0,1.0
114196580338,,
114196580631,,
114196582939,,
114196780335,,
114196782132,0.0,1.0
114196782730,,
114196782936,,1.0
114196982134,1.0,1.0
114196982135,0.0,1.0
114196982738,,
114197080032,,
114197082932,,
114197282134,0.0,1.0
114197282135,,1.0
114197282933,0.0,
114197382937,,1.0
114197480333,,
114197480335,,1.0
114197482733,,
114197482738,,1.0
114197582932,,
114197680032,0.0,1.0
114197680534,,
114197780030,,1.0
114197780038,,
114197780336,,1.0
114197780633,,
114197880336,,
114197880638,0.0,1.0
114197882134,,
114197882135,0.0,1.0
114197882138,,
114197882737,,
114197980230,,1.0
114197980238,,1.0
114198080332,,1.0
114198080536,0.0,1.0
114198182137,,
114198191033,,1.0
114198191036,,
114198191431,0.5,1.0
114198194031,,0.0
114198194139,0.0,1.0
114198197233,,
114198197239,,
114198197931,0.0,1.0
114198280039,0.0,1.0
114198280233,,
114198280538,,
114198280835,,
114198282735,,
114198380238,,
114198380838,,
114198380934,,
114198382735,,1.0
114198382933,,1.0
114198393835,,1.0
114198480036,0.0,1.0
114198480530,,1.0
114198480531,,1.0
114198480630,,
114198480631,0.0,
114198480639,,
114198482732,,
114198482733,,
114198482738,,
114198580030,,
114198580138,0.5,1.0
114198580337,,1.0
114198580531,,1.0
114198580536,,
114198580539,0.0,
114198580634,,1.0
114198580833,,
114198580836,,
114198580837,,1.0
114198582936,,1.0
114198693039,0.0,
114198693434,,1.0
114198693838,,
114198693839,,
114198780230,0.0,
114198780330,0.0,
114198780338,,
114198782130,,
114198782731,,1.0
114198791335,,
114198793233,,
114198880036,,
114198880234,0.0,
114198880239,0.0,
114198882131,0.0,1.0
114198882137,,
114198980536,0.0,1.0
114198980539,,
114198980633,,
114198982936,,
114199080032,,
114199080336,0.0,1.0
114199082131,,
114199082735,,
114199082939,,
114199180531,,
114199180534,0.0,
114199180834,,
114199180938,1.0,1.0
114199182932,0.0,1.0
114199182933,,
114199280531,0.6666666666666666,
114199280836,0.0,1.0
114199293436,,1.0
114199480035,,
114199480038,,
114199480130,,1.0
114199480136,,
114199480334,0.0,1.0
114199480831,,
114199482132,,
114199580332,,
114199580335,0.0,
114199580432,,1.0
114199580435,,
114199582730,,
114199593536,,
114199780132,,
114199780133,,
114199780335,,
114199780431,,
114199782738,,
114199882136,,
114199882737,,
114199882738,,
114199882739,,
114199882933,,
114199980835,,
114199982933,,
114566069148,0.0,
114566069648,,
114566069841,,
114566269141,,
114566269149,0.0,
114566669146,,
114566769846,,
114566869145,0.0,
114600067446,,
114600067744,,
114600267545,0.5,1.0
114600467448,,1.0
114600467949,,
114600469149,,
114600567943,,1.0
114600569143,0.16666666666666666,1.0
114600569144,0.0,
114600967441,,1.0
114600967942,,
114601067243,,
114601069645,,
114601167445,,1.0
114601267546,,1.0
114601267549,,
114601367447,,
114601369849,,
114601467042,,
114601467445,,1.0
114601467940,,1.0
114601567941,,
114601569843,,
114601667442,,1.0
114601667444,,
114601767045,,
114601767047,,1.0
114601767240,,0.0
114601767241,,1.0
114601767341,0.0,
114601767549,,
114601767945,,
114601769141,0.0,1.0
114601867542,,
114601867544,0.5,
114601867942,,
114601867945,,
114601869142,,1.0
114601967246,,
114602067241,,
114602067244,,
114602069846,,1.0
114602069848,,1.0
114602167248,0.0,1.0
114602167944,,
114602169146,0.0,
114602169147,,
114602169148,0.0,0.0
114602169848,,
114602267940,,
114602267945,0.0,1.0
114602367545,0.0,1.0
114602369147,,
114602369648,1.0,1.0
114602467447,,
114602569640,0.0,
114602569642,,
114602667448,,
114602767944,,
114602769147,,
114602867942,,
114602967542,,
114603067240,,
114603067549,,
114603069140,,
114603069646,0.0,1.0
114603069842,,1.0
114603167940,,
114603267544,0.0,1.0
114603269840,0.0,
114603269843,,1.0
114603367749,0.0,1.0
114603369145,,1.0
114603369147,,
114603467443,,
114603467542,0.0,1.0
114603467749,,1.0
114603469642,,
114603567048,,
114603567746,,0.0
114603567944,0.0,1.0
114603569143,0.3333333333333333,1.0
114603569641,0.0,1.0
114603569646,,1.0
114603569845,,
114603667041,0.0,
114603667244,,1.0
114603667248,0.0,
114603667540,0.0,
114603667741,,1.0
114603669144,,
114603669847,0.0,1.0
114603767548,0.0,
114603767740,,1.0
114603869148,,
114603969143,,
114603969849,0.0,
114604067443,,
114604267440,,
114604367944,,
114604467947,,
114604469845,,
114604569841,,
114604767542,,
114604767947,,
114604769142,,
114604869642,,
114604869643,,
114604969643,,
114605369840,,
114605569646,,
114605669642,0.0,1.0
114605669849,,
114605769143,,1.0
114605867445,0.0,
114605867940,,
114605869648,,
114605969640,0.0,
114605969841,,
114606053242,,
114606053243,,
114606067141,,1.0
114606067247,,
114606067342,0.0,1.0
114606067343,,
114606067347,,1.0
114606067349,0.2,1.0
114606067541,,
114606067741,,
114606067742,,
114606067844,,1.0
114606067941,,
114606067948,,
114606069141,,
114606069641,,
114606069842,,
114606167240,0.0,
114606167747,,
114606250242,,
114606250445,,1.0
114606250449,,1.0
114606250544,,
114606250945,,
114606253041,0.0,1.0
114606253148,,
114606253242,,1.0
114606253244,,1.0
114606253541,,
114606253544,,
114606253648,,
114606253840,,
114606253844,,
114606253845,,
114606253849,,
114606253948,,1.0
114606267042,,
114606267148,,
114606267340,,
114606267345,,1.0
114606267442,,
114606267644,,
114606267747,,
114606267842,,1.0
114606267843,,1.0
114606267846,,
114606267944,,
114606267948,,1.0
114606269646,,1.0
114606269843,0.0,1.0
114606369141,,
114606369144,,
114606467443,0.0,0.0
114606467548,,0.0
114606467740,,
114606469140,,
114606469143,,1.0
114606567048,0.0,1.0
114606567449,,
114606567840,,
114606567845,,
114606569645,,
114606667040,,
114606667445,,1.0
114606667948,,1.0
114606669641,,
114606767448,,
114606867548,,
114606867549,,1.0
114606869644,,
114606967249,,1.0
114606967441,0.0,1.0
114606967449,0.0,
114606969846,,1.0
114607069845,,
114607167242,,
114607167949,,
114607367941,,
114607467948,,1.0
114607569140,,
114607667441,,
114607667443,,
114607669142,,
114607669644,,1.0
114607669648,,1.0
114607769147,,
114607867446,,1.0
114607869144,,
114607869844,0.0,1.0
114607967240,,1.0
114607967242,,1.0
114607967247,,
114607969648,0.0,
114607969849,,
114608169142,,
114608169149,0.0,1.0
114608169842,,
114608269146,,
114608467443,0.0,1.0
114608469642,,
114608567940,,
114608769640,,1.0
114608867946,0.0,1.0
114608869843,,1.0
114609067945,,1.0
114609067946,0.0,
114609167442,,
114609169641,,
114609267941,0.0,1.0
114609367242,,
114609367245,0.0,
114609367544,,
114609367549,,
114609369649,,1.0
114609569148,,
114609569848,,1.0
114609669147,,
114609669843,0.0,1.0
114609867448,,1.0
114609869149,,
114609969640,,
114609969643,,
114620067549,,
114620067745,,1.0
114620167347,,1.0
114620167445,,
114620167842,,
114620167941,,
114620169849,,1.0
114620267248,,1.0
114620267545,,
114620269640,,1.0
114620367043,,1.0
114620367143,,
114620367245,,
114620369844,,
114620467141,,
114620467143,,
114620467241,0.0,1.0
114620467449,,
114620469841,,1.0
114620567247,,
114620567545,0.0,0.0
114620569849,0.0,1.0
114620667046,0.0,1.0
114620667348,,
114620667543,,
114620667947,1.0,
114620850042,,
114620850146,,1.0
114620850241,,
114620850242,,
114620850441,,1.0
114620850543,,1.0
114620850545,,1.0
114620850546,,1.0
114620850740,,
114620850744,,1.0
114620850749,,1.0
114620850841,,
114620850843,,1.0
114620850845,,1.0
114620850849,,
114620850947,,
114620852040,,
114620852741,,
114620853142,,
114620853241,1.0,
114620853242,0.0,1.0
114620853244,,
114620853246,,
114620853248,,
114620853249,,1.0
114620853445,,
114620853541,,1.0
114620853546,,1.0
114620853643,,1.0
114620853743,0.0,
114620853844,,1.0
114620853846,,
114620856240,,
114620856344,0.0,
114620856348,,
114620856545,,
114620856947,,
114620856949,,
114620867048,0.0,1.0
114620867141,,
114620867249,,1.0
114620867448,0.0,1.0
114620867643,0.0,1.0
114620867647,,
114620867847,,1.0
114620869145,,
114620869849,0.3333333333333333,1.0
114620953040,0.0,0.0
114620953440,,
114620953544,0.0,1.0
114620967040,0.0,1.0
114620967144,,
114620967549,,
114620967643,,1.0
114621067244,1.0,
114621067245,,
114621067246,,
114621069143,,
114621069145,,
114621069647,,
114621069649,,
114621169646,,1.0
114621267049,,1.0
114621269845,0.0,0.0
114621367248,0.0,0.0
114621367344,,1.0
114621367740,0.0,
114621467441,,
114621467749,0.0,
114621467949,0.0,
114621469142,,
114621567445,,
114621567944,,1.0
114621569641,,
114621667540,,
114621669644,,
114621767446,,
114621767942,,
114621867041,0.0,1.0
114621869144,0.25,1.0
114621869145,,1.0
114621869148,,
114621967049,,1.0
114621967744,0.0,1.0
114621969142,,
114621969648,0.0,
114622053449,,1.0
114622053944,,
114622067146,,
114622067242,0.0,
114622069848,,1.0
114622153948,,1.0
114622167044,0.0,
114622167049,,
114622167749,,
114622169143,,1.0
114622169649,,
114622267048,1.0,
114622267543,,1.0
114622267549,,1.0
114622267747,,
114622269148,,1.0
114622367246,,
114622367542,1.0,1.0
114622367746,0.6666666666666666,
114622367842,,
114622367844,,
114622369841,0.0,1.0
114622369844,0.75,1.0
114622453943,,
114622467246,,
114622469843,0.0,1.0
114622567246,,1.0
114622567249,0.3333333333333333,1.0
114622567446,,1.0
114622569147,,1.0
114622667340,,
114622667341,,
114622667741,,
114622669146,,
114622767145,1.0,1.0
114622767149,0.0,1.0
114622767547,,
114622767640,0.0,1.0
114622867548,0.0,
114622867745,,1.0
114622869140,,
114622869843,0.0,1.0
114622869848,,
114622967047,,1.0
114622967542,0.5833333333333334,1.0
114622967644,0.0,1.0
114622967645,,
114622967742,,
114622967845,0.0,
114623053947,0.0,1.0
114623067544,,
114623067548,,
114623067740,,
114623067744,,
114623067843,0.0,
114623069646,,
114623069843,,
114623167244,,
114623169148,0.0,
114623267042,,
114623267242,,
114623267540,,
114623267747,0.0,1.0
114623267940,,
114623367441,,
114623367443,,1.0
114623367548,,0.0
114623467141,,
114623467149,,
114623467342,,
114623467546,1.0,
114623467640,,
114623467840,,
114623469148,,
114623469645,,
114623553941,,
114623553944,,
114623553949,,1.0
114623567645,0.0,
114623667242,,
114623667544,,1.0
114623667842,,1.0
114623669142,0.0,0.0
114623669640,,
114623669842,,
114623669848,,
114623767248,,1.0
114623767540,,1.0
114623769843,,
114623867443,0.0,1.0
114623867545,,
114623867740,,
114623869147,,
114623869843,,
114623869848,,
114623967242,0.0,1.0
114623969146,,
114623969640,,
114624067146,,
114624067447,,
114624067947,,1.0
114624117340,,
114624117346,,1.0
114624117947,,1.0
114624119149,,
114624119646,0.6428571428571429,1.0
114624153941,,
114624167449,,
114624167740,,
114624167847,,1.0
114624169846,,
114624267043,0.0,1.0
114624267241,,1.0
114624267342,,
114624267346,,
114624267448,,
114624269147,,
114624269646,0.0,1.0
114624353943,,
114624367145,,
114624369148,,
114624369149,,
114624467241,0.5,1.0
114624467344,,
114624467540,0.0,1.0
114624467541,,1.0
114624467544,,
114624467545,,1.0
114624469140,,
114624469641,,1.0
114624567444,0.0,1.0
114624567741,,
114624567941,0.0,1.0
114624667247,0.0,
114624667545,0.0,1.0
114624767040,0.0,1.0
114624769144,,
114624769146,,1.0
114624867847,0.0,1.0
114624869140,,1.0
114624969148,,
114625067240,,
114625067249,,
114625067940,1.0,1.0
114625067941,,
114625167746,,1.0
114625267748,,1.0
114625367041,,1.0
114625367048,0.0,1.0
114625367243,,1.0
114625367746,,
114625367943,,
114625369645,0.2222222222222222,1.0
114625469841,,1.0
114625567341,,
114625567540,,
114625569140,0.0,
114625569146,,
114625667240,,
114625667545,,1.0
114625769140,0.0,1.0
114625769848,0.0,1.0
114625867942,,0.0
