userid,order_day_mean,day_after_lastorder
112565165905,1.0,0
112565169604,3.0,8
112565265900,10.0,0
112565365705,7.0,0
112565465881,33.0,2
112565665382,15.0,0
112565765480,4.5,0
112565765604,1.0,0
112565765902,1.0,0
112565865080,2.0,0
112565965004,5.0,0
112565965483,1.0,2
112567065780,12.0,0
112567065907,1.0,0
112567065988,1.0,0
112567069382,4.0,1
112567069602,1.0,2
112567165082,10.0,0
112567165204,10.0,0
112567165605,8.0,0
112567265102,8.5,0
112567465401,1.0,12
112567465587,1.0,0
112567465704,1.0,0
112567465987,1.0,1
112567469303,1.0,8
112567669602,8.0,0
112567769382,3.5,1
112567865009,2.0,3
112567865481,1.0,0
112567869181,2.0,0
112567869608,1.0,13
112567965884,2.0,0
112567969188,9.0,0
112569065983,1.0,0
112569165003,1.0,3
112569165181,2.5,0
112569165782,20.0,0
112569183081,2.5,15
112569465101,1.0,8
112569465103,1.0,4
112569465601,11.0,12
112569469601,1.0,1
112569665607,1.67,0
112569665706,3.0,14
112569683002,7.0,0
112569765088,4.0,5
112569765881,1.0,8
112569765882,1.0,12
112569765986,22.0,14
112569865106,3.0,3
112569869304,11.0,0
112569965006,1.0,29
112569965187,2.0,0
112569965301,14.0,0
112569969181,3.0,0
112600065005,42.5,52
112600269184,33.5,2
112600269186,106.0,70
112600369604,67.0,0
112600465582,93.0,0
112600469189,10.0,1
112600565286,250.0,0
112600869387,12.0,136
112601065483,1.0,105
112601265287,1.0,16
112601265985,40.0,8
112601365086,259.0,20
112601465407,40.6,1
112601465587,52.0,171
112601469184,260.0,6
112601565202,1.0,0
112601665901,14.0,199
112601665909,10.0,1
112601865486,47.5,0
112601965586,239.0,0
112602069387,15.0,48
112602265583,66.5,24
112602269605,1.0,1
112602365501,2.0,21
112602369301,235.0,0
112602765589,38.0,149
112603165009,30.5,8
112603165488,143.0,0
112603165587,80.0,6
112603269303,9.5,15
112603269607,78.0,48
112603365503,35.33,25
112603369305,1.0,0
112603369680,242.0,0
112603669183,1.0,10
112603765280,46.0,1
112604065480,344.0,0
112604169382,16.0,0
112604269601,1.0,1
112604269608,58.5,12
112604465409,28.33,1
112604565502,1.0,77
112604565504,138.0,32
112604569682,97.5,0
112604669302,2.0,1
112604669607,122.0,5
112604765502,58.0,70
112604965507,1.0,1
112605169381,38.33,41
112605365509,17.0,1
112605469180,9.0,0
112605569309,45.0,56
112605665004,126.0,30
112605665204,46.0,1
112605669681,65.0,191
112605865080,105.0,4
112605865083,2.0,1
112606065200,4.0,0
112606069384,35.0,0
112606069604,32.0,0
112606165102,20.3,0
112606265004,202.0,29
112606265900,21.0,0
112606369180,29.83,2
112606665002,83.0,21
112606765981,140.0,12
112606769383,213.0,6
112606865503,1.0,1
112606869183,2.0,1
112606965281,81.0,0
112606965289,56.0,2
112606965500,1.5,1
112606965809,1.0,2
112607269683,34.0,0
112607365004,233.0,0
112607465089,16.0,3
112607469183,106.5,0
112607869383,196.0,0
112608065084,149.0,3
112608065088,1.0,26
112608065187,15.0,15
112608065285,66.0,3
112608065405,51.0,31
112608065982,1.0,4
112608169381,144.0,39
112608169386,76.0,4
112608265409,4.0,0
112608369383,3.33,4
112608480009,1.0,1
112608480402,4.0,9
112608483200,32.0,15
112608483485,74.0,0
112608665785,74.0,0
112608869683,1.0,5
112608965806,30.0,10
112609065505,1.0,1
112609169189,1.0,1
112609369309,5.5,0
112609469381,72.67,15
112620065185,2.0,0
112620065308,111.67,0
112620065309,55.75,11
112620069609,79.33,0
112620165288,245.0,40
112620169605,7.25,3
112620365780,34.67,8
112620369300,4.0,0
112620369307,20.67,2
112620465001,79.0,0
112620465702,145.5,0
112620565904,28.0,1
112620665008,33.0,0
112620665400,8.0,3
112620665406,105.0,0
112620665486,83.5,1
112620765708,20.0,4
112620865385,1.0,0
112620865901,173.0,0
112620869688,1.0,1
112620965906,1.0,1
112621065704,86.0,1
112621065806,1.0,1
112621265289,37.67,117
112621265904,52.0,0
112621669686,6.0,0
112621769306,1.0,0
112621865400,2.0,6
112621865404,60.0,17
112621965082,1.0,2
112621969383,203.0,4
112622065004,77.33,0
112622069607,29.0,0
112622165100,180.0,2
112622165688,1.0,0
112622265886,206.0,72
112622269600,84.0,0
112622269685,86.0,0
112622365284,15.0,2
112622365700,141.0,10
112622565500,8.67,8
112622665480,82.0,44
112622765309,157.0,19
112622769308,161.0,6
112622883401,6.0,76
112622983505,37.0,0
112623065808,35.83,2
112623169388,4.0,0
112623265902,1.0,0
112623365284,74.0,113
112623369305,1.0,0
112623369383,8.0,2
112623465080,254.0,0
112623469181,67.0,53
112623665506,2.0,1
112623665888,12.0,0
112623665988,45.0,31
112623669186,5.0,99
112623865408,81.0,85
112623965902,70.0,1
112624065085,1.0,4
112624165204,2.0,7
112624165501,122.0,1
112624180588,28.67,34
112624182308,11.0,20
112624183086,27.0,57
112624183101,252.0,0
112624183186,42.0,58
112624183909,240.0,18
112624265205,88.0,2
112624265285,123.5,2
112624365582,258.0,0
112624365902,14.0,12
112624465781,134.0,0
112624465908,1.0,1
112624469389,11.0,15
112624569385,278.0,7
112624769182,49.5,2
112624865500,22.33,79
112624865585,124.0,6
112624865701,30.0,1
112624965901,239.0,0
112625065087,7.0,19
112625065188,89.0,3
112625065406,1.0,0
112625165288,143.0,26
112625315701,6.0,4
112625315980,1.0,0
112625465887,1.0,2
112625565683,13.0,0
112625583805,16.0,1
112625665284,1.0,0
112625665800,3.0,79
112625665880,8.75,1
112625965781,41.0,1
112625969303,155.5,0
112626065784,1.0,1
112626065906,250.0,0
112626065982,58.5,1
112626165588,34.0,1
112626165700,8.6,4
112626265282,103.0,4
112626265300,10.33,35
112626265685,48.33,37
112626465004,117.5,0
112626465309,1.0,10
112626465386,16.0,2
112626465600,25.5,0
112626465607,50.0,73
112626565707,58.0,2
112626665209,209.0,8
112626669604,1.0,1
112626683001,1.0,3
112626683483,1.0,1
112626765788,198.0,0
112626769380,6.0,2
112626865001,145.0,0
112626865887,1.0,7
112626869302,12.33,2
112626869386,129.0,0
112626869388,4.0,1
112626965083,35.0,0
112627065388,15.5,0
112627065885,1.0,25
112627165705,1.0,0
112627169187,13.0,14
112627265107,43.0,0
112627265707,69.0,45
112627265884,1.0,1
112627365400,1.0,0
112627365405,21.33,4
112627465880,7.0,118
112627665187,56.0,0
112627665308,1.0,3
112627665688,11.0,94
112627765504,64.0,0
112627765587,3.0,0
112627865289,5.0,4
112627865602,1.0,3
112627965805,75.0,0
112628065280,5.0,0
112628065407,94.67,30
112628065804,2.0,0
112628165902,14.0,2
112628269606,1.0,0
112628365782,37.2,0
112628365804,1.0,0
112628365884,27.0,11
112628365909,46.5,1
112628369688,8.5,1
112628469184,132.0,2
112628565808,1.5,3
112628565882,34.5,2
112628569684,29.14,6
112628665082,34.0,230
112628665483,45.0,2
112628665805,2.0,92
112628665884,44.0,0
112628665905,2.5,0
112628669389,8.0,4
112628765383,1.0,0
112628765480,3.0,181
112628769608,1.0,1
112628769688,1.25,0
112628865283,27.5,152
112628865407,39.0,0
112629065203,69.67,12
112629069382,36.33,7
112629165804,30.0,12
112629169602,71.0,236
112629265206,213.0,91
112629265502,171.0,11
112629265887,3.0,42
112629369600,15.0,68
112629369602,1.0,0
112629465082,192.0,1
112629465288,31.0,54
112629565406,5.0,227
112629565907,46.0,1
112629565983,23.0,29
112629665004,165.0,1
112629669687,1.0,17
112629769689,26.2,0
112629865406,157.0,0
112629865805,59.0,3
112629865885,1.0,1
112629965804,1.0,0
112630065989,113.0,42
112630069184,7.0,3
112630083503,161.0,0
112630165380,1.0,0
112630165684,1.0,0
112630165687,14.33,0
112630169189,15.0,160
112630265100,7.0,21
112630265303,264.0,0
112630265684,3.0,3
112630265789,99.0,0
112630265908,19.5,78
112630283803,39.0,2
112630369607,16.0,90
112630465008,38.0,0
112630465781,1.0,1
112630465789,123.5,0
112630465887,32.0,0
112630465889,1.0,1
112630469305,21.5,1
112630480006,72.0,0
112630480986,2.0,0
112630483289,81.0,0
112630483783,174.0,7
112630565508,186.0,0
112630665782,39.5,103
112630765009,1.0,1
112630800202,69.5,35
112630800803,18.5,0
112630802187,9.5,20
112630802609,229.0,16
112630802700,19.5,0
112630865006,52.0,73
112630865682,111.5,6
112630865708,96.5,71
112630865889,42.0,14
112630880000,28.5,70
112630880108,90.5,1
112630880404,88.0,0
112630880609,125.5,4
112630880701,215.0,1
112630880789,66.0,0
112630880803,2.0,1
112630881083,106.33,0
112630881380,7.0,0
112630881405,202.0,4
112630881587,12.67,0
112630881889,29.5,0
112630883107,29.0,14
112630883187,89.0,4
112630883208,2.0,50
112630883401,1.0,44
112630883785,27.0,78
112630886086,33.5,3
112630886786,198.0,26
112630887089,106.0,3
112630887802,190.0,0
112630889401,19.0,8
112630889801,46.0,5
112630965105,6.0,0
112630969384,9.33,1
112631065403,29.5,0
112631465589,189.0,0
112631565087,3.0,0
112631965204,342.0,5
112631969689,115.0,1
112632069182,2.0,0
112632069183,2.5,3
112632265088,195.0,36
112632369685,1.0,1
112632465005,77.33,0
112632565200,97.5,1
112632565208,50.0,0
112632765582,69.0,115
112633065289,1.0,3
112633065909,4.5,260
112633165087,1.0,0
112633165902,62.0,3
112633265402,2.0,242
112633565081,1.0,45
112633565205,2.0,191
112633669304,25.88,0
112633669604,1.0,3
112633765980,45.0,75
112633969604,1.0,0
112635169608,101.0,0
112635365004,38.0,1
112636369301,65.0,0
112636369388,89.33,8
112636469305,6.0,1
112636665009,1.0,4
112637065089,53.0,169
112637065504,27.25,14
112637065906,5.0,80
112637069305,30.0,186
112637269687,47.5,0
112637365881,2.0,12
112637465902,46.5,1
112637469606,42.0,6
112637469607,213.0,7
112637565282,94.33,0
112637565303,136.0,1
112637565804,262.0,21
112637565806,180.0,59
112637565900,11.0,0
112638165506,17.0,16
112638169385,51.33,1
112638569302,2.0,2
112638669306,197.0,0
112638965506,108.5,12
112638969300,1.0,60
112660169601,27.0,64
112660265005,41.0,0
112660365486,1.0,5
112660365880,6.5,0
112660465280,11.8,10
112660465406,14.5,4
112660465585,131.0,0
112660565208,186.0,57
112660665480,16.0,148
112660665584,7.0,8
112660765504,36.0,1
112660765507,142.5,2
112660765585,119.0,0
112660769186,97.0,3
112660865003,51.0,0
112660865580,347.0,0
112660869682,39.0,1
112660965407,122.0,18
112661065085,54.6,8
112661065201,72.0,28
112661065584,5.0,5
112661165502,40.0,3
112661183687,32.0,38
112661265206,69.75,1
112661365702,58.33,8
112661383981,88.0,1
112661469180,39.5,64
112661565484,240.0,26
112661565485,44.5,1
112661665086,351.0,2
112661665587,92.0,38
112661765384,117.5,0
112661765604,44.0,6
112661783485,1.5,8
112661783606,28.0,7
112661965085,42.0,4
112661965782,233.0,77
112661965789,33.0,35
112661969185,14.0,0
112661969380,304.0,1
112662065203,82.0,0
112662169684,1.0,12
112662469305,13.0,80
112662569186,6.0,4
112662665009,203.0,0
112662765507,122.0,0
112662769385,36.0,75
112662865006,9.67,7
112662865482,185.0,0
112662969682,1.0,0
112663069680,233.0,5
112663183486,1.0,9
112663265200,201.0,0
112663265900,241.0,5
112663269609,5.0,0
112663365404,261.0,0
112663365489,25.33,2
112663369382,16.5,1
112663469306,1.5,3
112663565288,2.0,0
112663565980,1.0,1
112663680102,89.0,17
112663865506,1.0,0
112663869181,20.83,0
112663965206,174.5,4
112663965283,75.67,0
112664065109,30.0,10
112664065806,8.0,21
112664165088,49.17,4
112664165506,20.0,35
112664265089,2.0,0
112664265887,36.0,34
112664465081,294.0,12
112664665581,1.0,196
112664869186,83.0,0
112664965201,25.0,4
112665065286,30.75,1
112665065802,83.0,246
112665065806,39.0,5
112665069688,42.0,286
112665165409,1.0,7
112665265206,103.0,0
112665365405,9.0,56
112665365488,1.0,4
112665565000,2.0,31
112665569301,223.0,0
112665665488,75.0,132
112665669185,143.0,1
112665865282,51.0,2
112665965504,150.0,1
112667065502,30.75,1
112667065505,141.5,2
112667069601,246.0,0
112667069609,4.0,27
112667369387,31.5,0
112667369687,1.0,2
112667565000,18.0,0
112667565287,4.0,1
112667565403,68.0,10
112667569687,71.0,1
112667665501,207.0,2
112667665587,48.25,2
112667769381,9.43,1
112667865806,62.5,1
112667869686,1.0,13
112667869687,1.0,119
112667965084,71.0,0
112667965407,199.0,3
112668065704,91.0,0
112668165607,76.0,0
112668265089,26.5,63
112668465589,23.67,15
112668465904,51.25,0
112668665481,54.0,139
112668765304,81.0,0
112668865808,206.0,59
112669065285,1.0,214
112669265482,2.0,9
112669265506,6.0,1
112669569180,1.0,1
112669569187,17.4,4
112669765281,1.0,0
112669765400,105.0,2
112669765484,1.0,1
112669769303,42.5,0
112669865501,16.0,4
112968869181,236.0,5
112968965085,84.5,11
114110082736,274.0,0
114110282938,2.5,2
114110382933,29.0,0
114110480331,85.0,21
114110980037,30.0,52
114111282739,5.5,107
114111382133,9.5,11
114111580031,146.0,0
114111982937,54.0,1
114113780031,16.0,99
114113882739,115.5,35
114114182938,4.0,13
114114482931,37.0,1
114114580035,345.0,1
114114982732,59.4,1
114115180230,32.0,0
114115280039,54.0,4
114115280237,253.0,0
114115380032,149.0,5
114115680233,2.0,0
114115780431,1.0,0
114115780434,1.5,3
114115880832,120.0,0
114115980338,42.0,3
114116082135,12.0,1
114116082932,1.0,35
114116180237,21.67,74
114116180330,1.0,1
114116482733,61.67,15
114116582930,18.5,7
114116682139,72.33,6
114117380538,17.5,4
114117680234,99.67,48
114117680333,1.0,6
114118182930,5.0,0
114118280535,25.0,0
114118380632,53.0,0
114118582138,1.0,9
114118582737,11.0,5
114118780837,27.0,0
114118882133,248.0,35
114119082738,58.0,1
114119093439,77.67,89
114119093939,1.0,28
114119180536,1.0,8
114119180639,11.0,3
114119182735,10.0,55
114119380632,105.0,1
114119480535,28.0,3
114119493839,97.0,0
114119580238,172.0,0
114119880634,6.0,0
114119980637,1.0,1
114121280036,117.0,5
114121382138,14.0,1
114121580338,49.0,0
114121782930,1.0,1
114121982736,3.25,89
114122482939,124.5,48
114122682132,41.0,147
114122780339,44.0,0
114122882738,186.0,0
114122982136,67.0,2
114124180538,26.0,5
114124180837,103.0,24
114124380933,28.33,0
114124680035,31.0,8
114124682739,51.0,0
114124980537,26.0,6
114124982737,29.67,1
114125780334,1.0,0
114125982930,46.0,4
114126480230,39.0,18
114126482732,49.0,176
114126580337,169.0,0
114126582136,13.0,0
114126780634,44.0,0
114127091331,32.5,4
114127280237,12.33,0
114127511430,68.0,4
114127580234,148.0,0
114127580438,80.0,10
114127591633,68.0,1
114127593239,107.5,22
114127594034,43.0,1
114127594231,76.0,33
114127598735,221.0,1
114127598837,1.0,30
114127598838,72.0,35
114127598935,59.0,13
114127599138,59.0,133
114127780134,16.86,143
114127980132,96.0,0
114127980534,21.5,11
114127982730,184.0,20
114127982935,41.67,12
114128482130,287.0,0
114128580335,48.0,231
114128582739,28.33,29
114128680337,3.0,0
114128980233,272.0,15
114128980333,18.67,2
114129182139,21.5,22
114129280033,12.5,0
114129982739,55.0,20
114140082736,1.0,1
114140180639,1.0,0
114140280336,3.0,1
114140280835,1.0,49
114140282935,180.0,26
114140480037,6.5,0
114140582137,15.0,48
114140680735,36.0,0
114140682932,208.0,2
114140794234,8.0,0
114140982733,1.0,0
114141182137,23.64,1
114141280536,42.0,0
114141480231,1.0,0
114141580038,3.5,0
114141780235,1.0,27
114141880530,13.0,1
114141882737,46.5,0
114141980636,287.0,5
114141982932,91.0,142
114142080134,201.0,10
114142080238,15.0,0
114142080637,34.0,0
114142280331,1.0,5
114142282134,1.0,91
114142480637,24.0,2
114142620637,24.0,40
114142680236,6.2,24
114142782137,1.0,0
114142882131,5.4,0
114142980237,172.0,105
114142980939,1.0,4
114143080039,24.0,0
114143082730,1.0,1
114143280038,62.0,0
114143382736,7.0,0
114143580831,3.0,0
114143680630,226.0,8
114143782135,200.0,4
114143880831,14.0,0
114144080539,9.0,0
114144480339,2.0,0
114144580230,2.0,2
114144580931,3.0,90
114144780832,19.0,241
114144880630,3.0,0
114144993032,1.0,0
114144993034,45.33,0
114145080031,281.0,59
114145080935,61.0,10
114145180232,140.0,1
114145180836,193.0,0
114145380538,180.0,0
114145482730,20.0,183
114145582735,1.0,1
114145680434,139.0,1
114145682939,1.0,0
114145780035,1.0,163
114145980331,148.0,2
114146180938,1.0,77
114146280737,1.0,1
114146282737,49.0,0
114146382130,212.0,8
114146480136,1.0,41
114146480231,36.0,12
114146480831,43.67,1
114146580132,25.0,0
114146680434,20.0,17
114146693334,11.0,1
114146780630,97.0,1
114147080232,9.0,1
114147282931,98.5,18
114147480335,6.0,0
114147680931,17.17,0
114147680932,100.0,6
114147882133,4.5,68
114147982731,59.0,23
114148082137,240.0,2
114148082730,35.0,1
114148180436,11.0,4
114148180630,1.0,11
114148480639,68.5,4
114148580832,2.0,3
114148582733,17.33,53
114148680230,2.0,6
114148780233,173.0,37
114148880332,18.0,9
114148980034,1.0,43
114149180130,48.0,2
114149282135,233.0,10
114149282938,7.0,0
114149380338,110.0,1
114149680730,62.0,0
114149782731,157.0,1
114149782932,175.5,0
114190380238,1.0,2
114190480638,3.0,50
114190880234,17.0,2
114190880236,23.0,132
114190980334,2.0,9
114191080134,1.0,0
114191080335,16.0,0
114191180632,124.5,2
114191380237,151.0,1
114191380436,150.0,0
114191380537,110.0,29
114191380832,2.0,8
114191382730,31.0,5
114191482133,2.0,0
114191880030,124.0,0
114191882736,37.0,91
114191980233,132.0,0
114192280635,13.0,1
114192480033,53.5,0
114192782931,7.0,9
114193080031,94.5,0
114193080237,1.0,4
114193480233,28.67,1
114193782931,54.0,75
114194080239,69.25,7
114194080633,89.33,0
114194280032,45.5,1
114194280233,69.0,1
114194280635,1.0,37
114194282932,93.33,0
114194380631,256.0,0
114194382139,1.0,15
114194582738,23.0,4
114196280233,151.0,23
114196782132,70.5,1
114196982134,3.0,2
114196982135,49.5,80
114197282134,1.0,32
114197282933,1.0,240
114197680032,212.0,3
114197880638,37.0,7
114197882135,66.0,44
114198080536,7.67,1
114198191431,46.5,1
114198194139,1.0,0
114198197931,206.0,17
114198280039,56.0,10
114198480036,231.0,0
114198480631,102.0,50
114198580138,32.0,0
114198580539,28.0,0
114198693039,73.0,0
114198780230,73.0,11
114198780330,192.0,7
114198880234,1.0,1
114198880239,1.0,0
114198882131,107.0,7
114198980536,2.5,0
114199080336,1.0,12
114199180534,1.0,2
114199180938,19.0,10
114199182932,89.0,6
114199280531,311.0,0
114199280836,136.0,5
114199480334,42.0,1
114199580335,8.0,2
114566069148,11.0,0
114566269149,138.0,2
114566869145,80.0,0
114600267545,126.0,0
114600569143,67.6,3
114600569144,111.0,6
114601767341,27.0,0
114601769141,1.0,4
114601867544,15.5,0
114602167248,88.0,0
114602169146,1.0,12
114602169148,65.0,189
114602267945,169.0,2
114602367545,183.0,1
114602369648,40.0,1
114602569640,15.0,2
114603069646,12.0,1
114603267544,8.0,91
114603269840,104.0,12
114603367749,35.0,1
114603467542,7.0,44
114603567944,27.0,0
114603569143,3.5,66
114603569641,94.67,1
114603667041,87.0,3
114603667248,4.0,0
114603667540,128.0,1
114603669847,53.0,0
114603767548,2.0,0
114603969849,1.0,104
114605669642,2.0,0
114605867445,187.0,24
114605969640,149.0,1
114606067342,1.0,17
114606067349,150.0,0
114606167240,1.0,29
114606253041,63.0,2
114606269843,195.0,4
114606467443,28.0,1
114606567048,56.0,0
114606967441,109.0,1
114606967449,7.33,0
114607869844,124.0,70
114607969648,142.5,1
114608169149,14.0,6
114608467443,51.0,8
114608867946,40.0,0
114609067946,322.0,0
114609267941,39.0,3
114609367245,1.0,1
114609669843,132.5,1
114620467241,9.0,21
114620567545,3.0,5
114620569849,193.0,0
114620667046,15.5,4
114620667947,30.0,2
114620853241,6.5,0
114620853242,75.0,54
114620853743,89.0,0
114620856344,119.0,10
114620867048,7.5,1
114620867448,72.0,8
114620867643,1.0,2
114620869849,283.0,2
114620953040,30.0,30
114620953544,32.0,0
114620967040,12.5,13
114621067244,12.0,1
114621269845,66.0,0
114621367248,35.0,3
114621367740,1.0,0
114621467749,258.0,15
114621467949,1.0,5
114621867041,65.0,0
114621869144,11.86,0
114621967744,19.5,2
114621969648,25.5,1
114622067242,6.0,97
114622167044,1.0,0
114622267048,8.0,0
114622367542,16.0,2
114622367746,77.0,0
114622369841,1.0,12
114622369844,8.0,10
114622469843,7.5,0
114622567249,111.0,0
114622767145,195.0,46
114622767149,1.0,104
114622767640,1.0,0
114622867548,11.0,0
114622869843,3.0,33
114622967542,141.0,0
114622967644,185.0,3
114622967845,121.5,2
114623053947,231.0,82
114623067843,1.0,5
114623169148,1.0,0
114623267747,7.0,0
114623467546,5.0,16
114623567645,168.0,0
114623669142,26.67,1
114623867443,55.0,11
114623967242,2.0,0
114624119646,17.27,5
114624267043,69.0,1
114624269646,3.67,2
114624467241,76.0,9
114624467540,1.0,1
114624567444,98.0,0
114624567941,57.0,3
114624667247,1.0,0
114624667545,85.0,5
114624767040,89.5,7
114624867847,7.5,95
114625067940,1.0,152
114625367048,1.0,20
114625369645,26.4,20
114625569140,30.0,2
114625769140,95.0,59
114625769848,41.4,6
114625967546,22.0,71
114625967549,25.5,17
114626067545,269.0,7
114626067747,258.0,0
114626167047,88.0,0
114626167646,83.5,1
114626167945,83.0,19
114626467740,1.0,0
114626469642,110.0,1
114626567144,80.0,9
114626667444,18.0,6
114626667749,49.0,49
114626667944,73.0,33
114626867047,84.67,1
114626867149,1.0,42
114626869145,47.0,166
114626967841,49.0,0
114626969643,4.0,1
114627067746,1.0,1
114627169142,18.0,0
114627267049,5.0,7
114627267544,157.0,0
114627467748,1.0,1
114627469147,1.0,0
114627569143,27.09,2
114627867942,44.0,0
114627967449,64.0,1
114627967949,180.0,87
114628167042,1.0,53
114628167546,2.0,0
114628469845,2.0,0
114628553945,8.0,0
114628567644,38.6,18
114628867045,214.0,0
114628867047,1.0,16
114628867748,12.0,0
114629067548,1.0,0
114629267941,37.5,1
114629367942,27.75,4
114629467548,1.0,0
114629469146,13.0,1
114629667447,13.0,7
114629667844,2.0,0
114629867149,10.5,0
114629867240,1.0,90
114629967245,45.0,2
114629967947,36.67,3
114631067546,1.0,33
114631167547,2.0,67
114631169645,118.0,22
114631269848,73.0,0
114631569842,69.5,13
114631867547,50.33,44
114631967544,40.33,0
114631969841,118.0,111
114632067547,1.0,0
114632069848,1.0,1
114632469144,44.25,4
114632667948,13.0,0
114633069642,118.0,6
114633367947,1.0,113
114633569643,23.0,2
114633969145,13.5,13
114634169846,63.0,153
114634369645,1.0,6
114634867446,18.0,274
114636069148,24.0,0
114636267946,2.0,0
114636769145,1.0,4
114636867942,248.0,3
114636869148,37.5,0
114637067444,61.0,1
114637167541,34.0,45
114637269643,21.5,0
114637569144,124.0,80
114638167547,30.64,0
114638267949,12.0,1
114638269847,135.5,0
114638467447,15.0,0
114638967942,51.33,0
114639250446,149.0,0
114639567242,1.0,94
114639567244,76.0,13
114639620344,291.0,5
114639623343,53.0,4
114639654742,24.0,122
114639655441,20.0,5
114639657844,35.5,0
114639667647,110.5,59
114639667947,192.0,5
114639867342,6.5,1
114639867742,188.0,0
114660267249,57.67,2
114660469848,17.0,220
114660767245,22.67,2
114660867946,49.0,0
114661153143,1.0,12
114661153842,35.0,4
114661267343,82.67,0
114661267941,75.33,7
114661667344,281.0,0
114661667448,1.0,0
114661669846,72.0,0
114661767244,5.0,4
114661767549,142.5,0
114661769149,62.4,1
114661853941,172.0,76
114661867446,5.0,1
114661955148,225.0,93
114661956045,4.0,0
114661956742,1.0,3
114662067444,312.0,2
114662167246,20.0,15
114662167248,41.0,3
114662167545,97.0,0
114662269640,21.0,63
114662867942,26.33,0
114664067242,184.0,1
114664067546,158.0,10
114664467447,297.0,1
114664467549,76.0,1
114664567944,215.0,0
114664569148,34.33,0
114664667443,1.0,35
114664669849,277.0,0
114664967744,10.0,0
114664967940,200.0,3
114665167546,106.0,114
114665269847,21.8,2
114665469840,135.0,0
114665569648,1.0,0
114665667743,52.0,1
114665667943,283.0,0
114665669843,37.0,2
114665767447,1.0,7
114665867548,23.0,162
114665869641,35.67,5
114666067047,195.0,1
114666269643,3.5,1
114666467349,192.0,1
114666567147,61.0,0
114666653249,223.0,8
114666750948,165.0,56
114666767449,1.67,2
114666967141,50.75,1
114666967143,50.0,0
114667167346,81.33,10
114667269646,6.0,0
114667467347,116.0,0
114667467945,16.0,0
114667569143,100.0,35
114667869140,2.0,0
114667967946,119.5,1
114668069846,209.0,2
114668267249,118.0,13
114668267941,196.0,0
114668269149,102.67,15
114668367446,1.0,58
114668569842,18.25,13
114668967444,247.0,4
114668969647,22.0,6
114669067947,50.0,7
114669367544,125.5,6
114669569640,1.0,1
114669569648,63.0,0
114710082738,1.0,54
114710182934,42.0,1
114710280330,26.0,0
114710382937,4.0,2
114710480037,1.0,0
114710482135,1.0,0
114710493031,11.5,0
114710580339,190.0,1
114710980031,35.0,125
114711080636,20.83,1
114711082739,53.0,14
114711082939,63.0,0
114711180338,1.0,45
114711182736,1.0,11
114711182739,2.0,2
114711280133,1.0,92
114711280536,1.0,0
114711280830,11.0,0
114711282933,49.5,4
114711282935,10.0,24
114711480536,91.0,0
114711582933,42.33,13
114711680237,1.0,0
114711780534,80.0,1
114712080332,1.0,5
114712082933,1.0,0
114712382733,1.0,39
114712382939,103.0,1
114712480534,19.0,0
114712680234,1.0,2
114712680330,1.0,0
114712780530,77.0,0
114712782139,1.0,12
114712880632,4.0,0
114712882132,10.0,0
114712982737,47.0,83
114713082932,4.0,4
114713180338,69.0,17
114713180534,1.0,60
114713182138,1.0,7
114713280033,3.0,0
114713380236,5.0,0
114713380630,6.5,0
114713382139,17.0,14
114713480834,14.0,0
114713480838,35.0,1
114713482133,3.0,1
114713580239,17.0,10
114713580437,3.0,7
114713580733,12.0,0
114713580737,5.5,0
114713582732,17.0,201
114713582937,4.0,62
114713680039,10.0,136
114713780639,10.0,0
114713782130,3.0,6
114713782137,3.0,0
114713880334,145.0,0
114713880631,1.0,11
114713880634,95.0,5
114713882136,1.0,1
114713882731,168.0,0
114713882737,9.5,2
114714082933,1.0,1
114714280038,6.0,5
114714280230,2.0,1
114714280339,79.0,13
114714282731,55.0,10
114714380638,124.0,1
114714580539,52.0,0
114714880037,4.0,0
114714882734,6.0,0
114714980334,55.5,1
114714982736,202.0,0
114715080734,143.0,0
114715082133,7.0,130
114715082737,77.0,0
114715093039,77.0,0
114715093138,71.0,7
114715093439,10.8,0
114715093837,57.0,3
114715094031,5.5,2
114715096037,4.0,12
114715096830,79.0,27
114715098837,6.0,0
114715180634,1.0,52
114715193032,35.0,11
114715193131,9.0,82
114715193535,1.0,10
114715280638,2.0,4
114715280937,10.0,5
114715291134,26.0,31
114715293031,37.0,19
114715293332,34.0,2
114715293833,19.0,0
114715380135,63.0,1
114715380535,8.0,1
114715382734,1.0,0
114715391030,72.5,21
114715393331,5.0,0
114715480637,61.0,12
114715482933,46.0,1
114715491030,23.0,17
114715491331,46.0,38
114715491437,55.0,0
114715493435,121.0,0
114715497735,2.0,5
114715498131,60.0,2
114715498534,14.0,12
114715499338,3.0,70
114715499839,13.0,32
114715580032,123.0,0
114715580238,26.0,18
114715580933,25.5,0
114715582734,77.0,40
114715582930,25.0,132
114715593238,7.0,95
114715593637,25.0,21
114715593835,6.0,42
114715680735,81.0,17
114715691239,227.0,1
114715691335,68.0,13
114715691534,1.0,0
114715693831,18.0,4
114715780832,16.0,37
114715791035,50.0,0
114715791232,7.33,3
114715793030,41.0,0
114715793035,1.0,14
114715793239,1.0,4
114715793432,1.0,1
114715793539,51.0,1
114715793639,14.0,4
114715880332,40.0,0
114715880435,2.0,0
114715891230,21.0,111
114715891231,12.0,72
114715891538,40.0,12
114715891735,23.0,0
