userid,actionType1,actionType2,actionType3,actionType4,actionType5,actionType6,actionType7,actionType8,actionType9
114143680638,13,0,0,0,1,0,0,0,0
114143782135,14,0,0,0,21,15,0,1,0
114143782730,17,0,0,0,18,7,0,0,0
114143880035,3,0,0,0,4,5,0,0,0
114143880534,1,0,0,0,0,0,0,0,0
114143880831,12,0,1,0,30,5,1,0,0
114143882938,1,0,0,0,1,1,0,0,0
114143980031,6,0,0,0,3,4,0,0,0
114143980335,34,1,0,0,17,3,1,1,1
114143980636,0,0,0,0,2,0,0,0,0
114143982736,4,0,0,0,1,2,0,0,0
114144080038,10,0,0,0,1,1,0,1,1
114144080131,23,0,0,0,9,5,0,1,0
114144080135,1,0,0,0,0,0,0,0,0
114144080536,11,0,0,0,34,4,0,5,3
114144080539,6,0,0,0,10,4,0,0,0
114144180133,1,1,0,0,1,1,1,0,0
114144180430,8,2,0,0,6,1,1,0,0
114144180439,8,6,0,1,9,2,1,0,0
114144280231,1,0,0,0,1,4,0,0,0
114144280236,5,1,0,0,10,8,1,0,0
114144280530,2,0,0,0,18,8,0,0,0
114144280631,11,0,0,0,5,6,0,1,1
114144280636,12,2,0,0,3,1,0,0,0
114144380539,6,0,0,0,2,1,0,0,0
114144380835,9,0,0,0,8,4,0,1,1
114144382733,2,0,0,0,0,0,0,0,0
114144480032,25,1,0,0,15,11,0,0,0
114144480037,2,0,0,0,0,0,0,0,0
114144480339,1,0,0,0,6,4,0,0,0
114144480732,6,0,0,0,6,2,0,0,0
114144580230,9,0,0,0,10,4,0,2,0
114144580231,38,2,12,0,30,14,0,0,0
114144580738,21,2,4,0,16,5,0,0,0
114144580931,10,4,2,2,12,10,1,1,0
114144680039,4,0,0,0,2,0,0,0,0
114144680235,2,0,0,0,2,1,0,0,0
114144780832,71,0,0,20,102,64,1,1,0
114144880630,1,0,0,0,3,0,0,0,0
114144880833,3,0,0,0,6,1,0,0,0
114144880936,1,0,0,0,3,1,0,0,0
114144893334,1,2,0,0,2,3,1,0,0
114144980537,6,0,0,0,8,2,0,0,0
114144980932,11,0,0,0,0,0,0,0,0
114144982138,0,0,0,0,2,0,0,0,0
114144993032,2,5,3,8,19,15,2,0,0
114144993034,33,1,0,0,17,4,2,2,2
114145080031,29,1,2,2,14,4,2,1,1
114145080131,8,0,0,0,7,1,0,1,0
114145080436,14,0,2,0,10,5,0,6,6
114145080731,32,0,0,0,5,0,0,0,0
114145080935,34,44,57,56,138,41,10,21,14
114145080936,15,0,0,0,17,5,0,0,0
114145082139,23,0,0,0,33,3,0,0,0
114145180232,5,0,1,0,4,4,1,1,1
114145180530,1,1,0,0,1,2,1,0,0
114145180836,2,0,0,0,4,4,0,0,0
114145182734,1,0,0,0,0,0,0,0,0
114145182935,1,0,0,0,1,6,0,0,0
114145280634,9,0,0,0,11,7,0,0,0
114145282933,3,0,0,0,1,1,0,0,0
114145293335,3,0,0,0,7,0,0,0,0
114145380030,1,0,0,0,2,1,0,0,0
114145380036,2,0,0,0,2,1,0,0,0
114145380233,3,0,0,0,0,0,0,0,0
114145380538,13,0,0,0,12,2,0,0,0
114145480431,1,0,0,0,10,0,0,0,0
114145480935,6,0,1,0,1,0,0,0,0
114145482730,3,4,77,0,29,32,1,2,0
114145482938,11,2,6,3,24,5,0,2,1
114145493337,2,0,0,0,1,1,0,0,0
114145580339,1,0,0,0,1,1,1,0,0
114145580833,11,2,3,0,8,2,1,0,0
114145582735,3,7,0,7,4,2,2,0,0
114145680334,3,0,0,0,1,1,0,0,0
114145680434,7,1,4,0,18,6,1,1,1
114145682939,2,0,0,0,5,4,0,0,0
114145780035,13,1,0,2,32,18,2,1,0
114145780931,8,0,0,0,7,4,0,1,1
114145782938,0,0,0,2,10,3,0,0,0
114145880436,0,0,0,0,1,1,0,0,0
114145880531,1,0,0,0,2,2,1,0,0
114145880831,2,2,1,0,8,6,1,0,0
114145880837,2,0,0,0,2,1,1,0,0
114145893031,1,0,0,0,4,1,0,0,0
114145980331,9,0,0,0,7,2,1,2,2
114145980830,1,0,0,0,3,0,0,0,0
114145980936,7,0,0,0,14,0,0,1,0
114146080030,10,0,0,0,11,3,1,0,0
114146080932,5,0,0,0,5,1,0,0,0
114146082936,3,0,0,0,8,0,0,0,0
114146082938,4,0,0,0,12,4,1,0,0
114146093032,1,0,0,0,3,2,0,0,0
114146093239,3,0,0,0,3,0,0,0,0
114146180436,6,0,0,0,18,6,0,1,0
114146180938,10,0,0,0,19,8,0,1,0
114146182135,1,0,0,0,2,1,0,0,0
114146193336,38,0,0,0,34,29,0,2,2
114146280737,2,0,3,0,3,3,1,1,1
114146282737,3,0,1,0,12,9,2,0,0
114146380034,9,0,0,0,6,2,0,2,1
114146382130,15,1,0,0,13,3,2,1,1
114146382730,2,0,0,0,3,4,0,2,2
114146382939,4,0,0,0,4,3,0,0,0
114146393337,1,0,0,0,1,1,0,0,0
114146480135,3,0,0,0,6,3,0,0,0
114146480136,18,0,4,0,1,1,2,0,1
114146480231,7,0,8,0,17,4,2,2,2
114146480831,29,3,6,1,42,16,3,2,1
114146580132,10,0,0,0,29,12,0,1,0
114146580233,34,1,3,0,27,33,1,0,0
114146580234,1,0,0,0,4,2,0,0,0
114146580637,1,0,0,0,18,2,0,0,0
114146582131,10,0,0,0,5,1,0,0,0
114146680434,38,0,0,0,61,22,1,1,1
114146680833,20,2,0,0,29,6,0,0,0
114146680937,0,0,0,0,3,2,0,0,0
114146693334,20,0,0,0,17,11,0,6,0
114146780033,7,0,0,0,10,3,0,0,0
114146780630,9,0,0,0,8,3,0,1,0
114146780732,6,0,0,0,2,1,0,0,0
114146782930,2,0,1,0,2,4,1,0,0
114146880138,9,0,0,0,28,11,0,0,0
114146880230,24,0,0,0,18,10,0,3,2
114146880536,1,1,2,0,2,2,1,0,0
114146882138,3,0,0,0,3,0,0,0,0
114146882934,2,1,0,0,1,0,0,0,0
114146980732,13,0,0,0,8,4,0,0,0
114147080232,0,0,0,0,6,0,0,2,0
114147080536,23,8,7,3,22,13,1,0,0
114147280435,12,0,7,0,7,5,0,1,1
114147282931,22,0,0,0,26,17,0,5,3
114147380234,11,0,0,1,7,7,0,2,1
114147382133,18,0,0,0,21,5,0,2,2
114147480335,12,0,0,0,4,6,0,2,0
114147480536,9,0,0,0,17,1,0,0,1
114147480833,12,0,0,0,14,8,0,0,0
114147580036,4,2,0,4,15,0,0,0,0
114147580231,2,0,0,0,2,1,1,0,0
114147580438,1,2,0,0,2,0,0,0,0
114147680931,53,16,5,25,81,27,8,6,6
114147680932,43,0,0,0,14,6,0,1,0
114147680935,2,0,0,0,0,0,0,0,0
114147780032,8,0,0,0,3,2,0,1,0
114147780732,6,0,0,0,8,2,0,1,0
114147780935,2,0,0,0,5,3,0,0,0
114147782736,17,0,0,0,20,23,0,1,1
114147882133,14,2,0,0,14,3,0,2,0
114147980237,1,0,0,0,2,3,1,0,0
114147980337,62,1,4,1,81,44,1,1,1
114147980533,3,0,0,4,2,2,0,0,0
114147982731,17,2,3,0,9,2,2,0,1
114147982934,1,0,0,0,1,2,0,0,0
114148082137,9,0,1,0,18,2,2,3,1
114148082730,10,4,0,7,11,8,5,0,0
114148180238,3,0,0,0,2,0,0,0,0
114148180338,1,0,0,0,2,0,0,0,0
114148180436,5,0,0,0,20,4,0,4,1
114148180630,2,0,0,0,4,4,2,0,1
114148182738,0,0,0,0,2,0,0,0,0
114148380036,10,0,0,0,10,10,0,2,2
114148380835,116,1,3,2,111,59,1,0,0
114148480639,22,0,2,0,19,13,4,5,4
114148480839,5,0,0,0,10,4,1,0,0
114148482130,3,0,0,0,4,1,0,1,0
114148482137,11,1,0,2,9,2,0,1,1
114148482730,6,2,0,0,8,5,1,0,0
114148580034,1,0,0,0,4,1,0,0,0
114148580832,7,9,5,35,8,12,4,3,3
114148582733,41,1,0,0,48,34,1,7,0
114148680230,6,0,0,0,5,2,0,3,2
114148680638,10,0,0,0,21,15,0,0,0
114148682133,1,0,0,0,8,17,0,0,0
114148682939,5,0,0,0,7,6,2,0,0
114148780233,44,0,0,0,46,20,2,7,0
114148780533,43,14,27,47,40,20,2,8,9
114148880133,5,0,1,1,13,6,1,0,0
114148880332,26,4,3,0,17,10,3,1,1
114148880638,4,0,0,0,3,1,0,0,0
114148882733,3,0,0,0,12,6,0,0,0
114148882936,1,0,0,0,0,0,0,0,0
114148980034,2,0,0,0,4,1,1,0,0
114148980036,5,0,0,0,3,2,0,1,1
114149080236,12,0,0,0,8,2,0,0,0
114149082134,7,0,0,0,8,3,0,0,0
114149180130,9,0,0,0,29,3,0,1,0
114149180135,6,0,0,0,5,1,0,1,1
114149180232,2,0,0,0,8,2,0,0,0
114149180939,4,0,0,0,6,1,0,0,0
114149182930,1,0,0,0,0,0,0,0,0
114149182933,16,0,0,0,3,1,0,1,1
114149182936,1,0,0,0,1,0,0,0,0
114149282135,12,0,0,0,6,2,2,0,1
114149282935,11,1,0,0,32,1,0,1,0
114149282938,3,4,15,4,13,6,3,0,0
114149380338,27,0,0,0,44,6,0,3,1
114149382935,7,0,0,0,1,0,0,0,0
114149480535,12,0,0,0,10,7,0,0,0
114149482137,6,0,0,0,0,0,0,0,0
114149580630,6,0,0,0,3,0,0,0,0
114149580632,15,0,0,0,11,2,0,0,0
114149680730,1,0,0,0,0,0,0,0,0
114149682136,5,1,0,0,6,3,0,1,0
114149780037,21,0,0,0,19,5,0,1,1
114149780236,4,0,0,0,0,0,0,0,0
114149780838,0,0,0,0,0,0,0,0,1
114149782731,14,0,0,0,96,36,4,0,0
114149782932,18,2,2,6,31,11,2,2,1
114149880036,19,1,0,0,3,2,0,0,0
114149882131,4,0,0,0,7,1,1,0,0
114190082739,2,0,0,0,1,1,0,0,0
114190082935,2,0,0,0,2,2,0,1,1
114190280234,0,0,0,0,7,0,0,0,0
114190280532,2,0,0,0,0,0,0,0,0
114190282138,3,3,0,0,1,0,0,0,0
114190282736,7,0,0,0,20,7,0,1,1
114190380238,8,0,12,0,9,5,5,5,5
114190382737,5,0,0,0,6,4,0,0,0
114190382739,6,0,0,0,1,0,0,0,0
114190480536,5,0,0,0,3,1,0,0,0
114190480537,10,0,0,0,6,5,0,0,0
114190480634,13,2,0,1,13,4,0,1,1
114190480638,12,0,0,0,8,6,0,2,0
114190482736,10,0,0,0,17,12,0,2,0
114190580039,5,0,0,0,5,2,0,0,0
114190580231,7,1,0,0,10,2,0,0,0
114190580237,4,1,2,1,13,3,1,0,0
114190582130,24,0,0,0,2,2,0,0,0
114190680239,3,2,0,4,3,3,0,0,0
114190682730,11,0,0,0,11,6,0,0,0
114190780034,4,0,0,0,7,2,0,0,0
114190880234,24,0,2,1,29,19,3,2,2
114190880236,25,0,0,0,24,11,1,6,1
114190880535,7,0,6,0,5,1,1,3,0
114190980334,0,0,0,0,10,0,0,2,0
114190980338,21,0,0,3,33,1,0,0,0
114191080134,0,0,0,0,3,0,0,0,0
114191080335,11,0,0,0,17,1,0,5,4
114191080634,2,0,0,0,2,0,0,0,0
114191082735,0,0,0,0,0,0,1,0,0
114191180238,12,0,0,0,5,1,0,1,1
114191180632,20,0,0,0,10,5,2,3,3
114191280536,7,0,0,0,7,2,0,3,2
114191280639,36,43,46,29,51,41,1,0,0
114191380237,34,0,0,0,13,6,0,3,3
114191380436,9,0,0,0,12,6,0,0,0
114191380537,30,8,1,4,29,18,2,2,3
114191380831,2,0,0,0,2,1,1,0,0
114191380832,9,0,0,3,6,5,1,1,1
114191380833,4,0,0,0,11,4,0,0,0
114191382730,8,1,0,0,7,4,1,1,1
114191482133,2,3,0,0,7,7,3,0,0
114191482139,4,4,0,0,3,2,0,0,0
114191482736,29,0,0,0,27,18,0,12,12
114191582132,37,0,0,0,49,36,0,4,2
114191582733,6,0,0,0,0,0,0,0,0
114191582936,5,0,0,0,5,5,0,2,1
114191680231,7,0,0,0,8,2,0,2,2
114191680232,10,0,0,0,3,1,0,0,0
114191680435,0,0,0,0,1,0,0,0,0
114191682133,23,0,0,0,33,20,0,1,0
114191780330,10,0,0,0,12,5,1,0,0
114191780337,3,0,0,0,0,0,0,0,0
114191793631,3,0,0,0,7,3,0,0,0
114191880030,8,0,0,0,12,3,0,0,0
114191880534,15,0,0,0,21,13,0,4,2
114191882736,12,0,0,0,22,9,0,4,0
114191980030,1,0,0,0,0,0,0,0,0
114191980033,4,3,4,0,9,1,0,2,0
114191980233,3,0,0,0,5,4,0,0,0
114191982738,9,0,0,0,5,9,0,1,1
114191982932,19,0,0,0,7,1,0,1,0
114192080234,10,0,0,0,2,1,0,1,1
114192180639,9,0,0,0,8,8,0,0,0
114192182730,23,0,0,0,9,2,0,2,2
114192182938,14,4,18,6,30,12,1,2,1
114192280635,8,0,0,0,9,4,0,1,0
114192480033,6,0,0,0,11,5,0,1,0
114192480039,1,0,0,0,6,1,0,0,0
114192480230,23,0,0,0,43,14,0,0,0
114192582730,4,4,0,0,4,5,0,0,0
114192582735,7,0,0,0,7,4,0,0,0
114192780036,5,1,6,1,3,3,1,0,0
114192780638,15,0,0,0,8,0,0,1,1
114192782931,8,3,1,0,13,3,1,1,1
114192880334,6,0,0,0,6,0,0,0,0
114192882933,2,0,0,0,4,3,0,0,0
114192980631,12,0,0,0,0,0,0,0,0
114192980638,9,0,0,0,12,11,0,2,1
114192982930,2,1,0,0,2,1,1,0,0
114193080031,5,0,0,0,19,10,0,1,1
114193080237,8,4,6,0,1,1,2,0,0
114193080332,13,0,0,0,7,3,0,3,0
114193080339,6,0,0,0,3,1,1,0,0
114193082931,3,0,0,0,7,3,1,2,2
114193180630,1,0,0,0,12,7,0,6,0
114193180635,7,0,0,0,5,4,0,0,0
114193182730,17,3,3,1,10,3,0,0,0
114193280537,1,0,0,0,1,2,0,0,0
114193282130,4,0,0,0,11,4,1,0,0
114193282939,2,0,0,0,5,0,0,0,0
114193380330,1,0,0,0,2,1,0,1,1
114193380639,2,0,0,0,4,1,0,0,0
114193382130,1,0,0,0,0,0,0,0,0
114193382131,9,0,0,0,0,0,0,0,0
114193382733,39,1,0,0,9,2,0,1,1
114193480233,15,0,0,0,8,6,0,6,3
114193480536,1,0,0,0,1,1,0,0,0
114193482133,3,0,0,0,10,7,0,0,0
114193482135,4,0,0,0,8,3,0,0,0
114193482933,4,1,0,14,3,0,0,0,0
114193580039,20,0,0,0,6,2,0,2,0
114193580237,1,0,0,0,0,0,0,0,0
114193580334,2,0,0,0,1,1,1,0,0
114193680031,18,1,0,0,28,9,0,3,1
114193682935,3,0,0,0,0,0,0,0,0
114193780035,4,0,0,0,1,1,0,0,0
114193782931,17,0,0,0,22,27,0,2,0
114193880333,8,3,7,7,12,6,0,0,0
114193880633,2,0,0,0,13,2,0,0,0
114193882132,9,3,1,3,32,7,0,0,0
114193882135,5,0,0,0,8,3,0,0,0
114193982139,9,0,0,0,16,2,0,1,1
114193982931,13,1,0,0,17,5,0,0,0
114193982932,4,0,0,0,2,0,0,0,0
114194080239,355,115,148,254,170,38,7,5,4
114194080633,87,1,13,5,18,12,6,3,4
114194080634,12,0,0,0,11,1,0,0,0
114194082731,4,0,0,0,2,0,0,0,0
114194082933,2,0,0,0,3,1,0,0,0
114194180638,15,0,0,0,18,7,0,4,4
114194280032,8,0,0,0,9,7,1,2,0
114194280233,3,0,0,0,8,1,0,2,0
114194280635,10,0,0,0,5,2,0,1,0
114194282739,33,0,0,0,25,14,0,5,4
114194282932,93,4,8,2,47,34,3,11,9
114194380631,10,1,1,0,13,4,2,0,0
114194380638,19,0,3,0,7,12,0,2,2
114194382139,11,0,2,0,13,4,2,1,1
114194382732,4,0,0,0,10,9,0,0,0
114194580031,0,0,0,0,5,1,0,0,0
114194580037,9,0,0,0,2,0,0,0,0
114194580234,20,4,1,19,7,1,0,0,0
114194580337,6,0,0,0,18,2,0,2,1
114194580532,20,0,0,0,7,2,1,1,1
114194580635,9,0,0,0,8,3,0,2,2
114194582738,20,6,5,8,6,4,3,2,2
114194680635,8,0,0,0,2,1,0,0,0
114194780637,2,0,0,0,10,2,0,3,1
114194782139,8,3,0,3,6,4,0,0,0
114194782730,1,0,0,0,9,12,0,0,0
114194880338,5,0,0,0,9,3,0,0,0
114194982130,8,0,0,0,18,7,0,0,0
114194982131,24,4,4,4,15,3,0,1,1
114196180538,9,0,0,0,13,1,0,0,0
114196182137,5,1,0,0,3,0,0,0,0
114196280233,55,0,1,5,70,53,4,2,1
114196580338,58,4,14,0,21,11,0,5,1
114196580631,2,0,0,0,2,1,0,0,0
114196582939,1,0,2,0,7,3,1,0,0
114196780335,1,2,0,0,1,2,0,0,0
114196782132,35,2,17,1,39,13,2,6,6
114196782730,14,0,0,0,22,5,0,2,2
114196782936,13,0,0,0,17,3,0,0,0
114196982134,8,0,0,0,3,3,0,1,0
114196982135,34,0,0,0,17,14,1,10,7
114196982738,145,0,0,0,166,51,0,2,2
114197080032,52,4,0,0,68,42,2,1,0
114197082932,13,0,0,0,19,4,0,2,2
114197282134,4,1,0,0,2,2,2,1,1
114197282135,3,0,0,0,1,0,0,0,0
114197282933,7,0,0,0,5,3,1,1,0
114197382937,6,0,0,0,3,2,0,1,1
114197480333,18,0,0,0,19,16,0,0,0
114197480335,8,0,0,0,9,3,0,2,2
114197482733,4,0,0,0,3,1,0,2,2
114197482738,34,0,0,0,67,24,1,3,3
114197582932,6,0,0,0,2,1,0,0,0
114197680032,14,0,0,0,21,15,0,1,1
114197680534,4,0,0,0,9,2,0,0,0
114197780030,23,0,0,0,14,1,0,1,1
114197780038,10,0,0,0,5,4,0,0,0
114197780336,12,0,0,0,15,7,0,1,1
114197780633,2,0,0,0,2,1,0,0,0
114197880336,5,0,0,0,2,2,0,1,1
114197880638,17,4,2,0,11,8,2,3,1
114197882134,31,1,9,0,11,2,1,4,3
114197882135,36,1,2,0,13,7,2,5,2
114197882138,1,0,0,0,2,2,0,2,2
114197882737,6,0,0,0,7,1,0,0,0
114197980230,14,0,0,0,18,14,0,0,0
114197980238,12,0,0,1,6,1,0,2,2
114198080332,7,0,0,0,6,2,0,2,2
114198080536,8,0,1,0,15,10,5,5,2
114198182137,13,0,0,0,14,9,0,0,0
114198191033,8,0,0,0,4,1,1,0,0
114198191036,7,0,0,0,16,6,0,0,0
114198191431,35,4,28,5,50,28,1,3,1
114198194031,34,0,0,0,35,18,0,14,13
114198194139,1,0,0,0,3,6,0,0,0
114198197233,1,1,12,0,9,1,0,0,0
114198197239,1,0,0,0,0,0,0,0,0
114198197931,11,0,0,0,14,10,1,1,1
114198280039,23,0,0,0,45,30,0,2,0
114198280233,9,0,0,0,9,5,0,2,2
114198280538,13,0,0,0,9,5,0,3,3
114198280835,4,0,0,0,2,3,0,0,0
114198282735,6,0,0,0,3,2,0,1,1
114198380238,8,0,0,0,8,5,0,3,2
114198380838,5,0,0,0,5,2,0,0,0
114198380934,5,0,0,0,4,2,0,0,0
114198382735,26,0,0,0,11,5,0,2,2
114198382933,7,0,0,0,1,2,0,1,1
114198393835,7,0,0,0,2,1,0,1,1
114198480036,15,0,0,0,22,9,2,4,4
114198480530,19,0,0,0,12,7,0,5,5
114198480531,5,0,0,0,8,5,0,2,1
114198480630,3,0,0,0,4,2,0,0,0
114198480631,11,0,0,0,12,5,0,2,0
114198480639,4,0,0,0,2,1,0,1,0
114198482732,1,0,0,0,2,2,0,0,0
114198482733,15,0,0,0,18,11,0,3,2
114198482738,27,1,0,0,44,10,0,1,1
114198580030,6,1,0,0,7,3,0,1,1
114198580138,11,0,0,0,17,17,0,5,0
114198580337,0,0,0,0,1,0,0,0,0
114198580531,13,0,0,0,7,7,0,2,1
114198580536,4,0,0,0,9,2,0,0,0
114198580539,17,0,0,0,66,13,0,4,0
114198580634,12,0,0,0,5,3,0,1,0
114198580833,11,0,0,0,13,3,0,0,0
114198580836,8,0,0,0,19,12,0,0,0
114198580837,7,0,0,0,11,3,0,1,1
114198582936,17,0,0,0,9,6,0,3,3
114198693039,6,0,0,0,10,7,0,0,0
114198693434,5,0,0,0,2,2,0,1,1
114198693838,2,1,0,0,3,3,1,2,1
114198693839,15,0,0,0,13,2,0,3,3
114198780230,36,0,0,0,27,5,0,2,0
114198780330,35,0,0,0,27,9,0,2,0
114198780338,4,0,0,0,4,4,0,1,1
114198782130,4,0,0,0,4,1,0,0,0
114198782731,29,1,0,6,46,7,0,5,5
114198791335,23,0,0,0,43,28,0,0,0
114198793233,12,0,0,0,6,2,0,2,1
114198880036,12,0,0,0,6,3,0,0,0
114198880234,4,0,0,0,3,8,0,1,0
114198880239,0,0,0,0,0,0,3,0,0
114198882131,23,0,2,0,14,11,3,4,3
114198882137,10,0,0,0,10,1,0,2,2
114198980536,5,1,1,0,17,6,6,3,4
114198980539,3,0,1,0,3,1,1,0,0
114198980633,3,0,0,0,2,1,0,1,1
114198982936,17,0,0,0,13,16,0,1,1
114199080032,1,0,0,0,1,5,0,0,0
114199080336,4,0,0,0,7,2,0,1,0
114199082131,13,0,0,0,8,2,0,1,1
114199082735,7,0,0,0,13,8,0,3,2
114199082939,13,0,0,0,14,5,0,1,1
114199180531,16,0,0,0,8,6,1,4,3
114199180534,2,0,0,0,2,2,0,0,1
114199180834,2,0,0,0,2,5,0,1,1
114199180938,14,0,0,0,9,4,0,3,0
114199182932,9,0,0,0,11,6,0,2,1
114199182933,3,0,0,0,5,3,0,2,0
114199280531,17,5,0,1,13,11,2,1,1
114199280836,54,4,1,43,94,66,3,5,5
114199293436,8,0,0,0,8,5,0,1,1
114199480035,2,0,0,0,1,1,0,0,0
114199480038,18,0,0,0,47,14,0,3,2
114199480130,15,0,0,0,26,4,0,1,1
114199480136,0,0,0,0,7,0,0,2,0
114199480334,29,0,0,0,37,21,0,4,4
114199480831,10,7,7,6,17,8,1,0,0
114199482132,5,0,0,0,11,10,0,2,0
114199580332,4,0,2,0,1,1,0,0,0
114199580335,14,2,1,1,18,9,3,3,3
114199580432,19,0,0,0,7,5,0,2,2
114199580435,2,0,0,0,3,3,0,1,0
114199582730,10,0,0,0,24,8,0,1,1
114199593536,15,0,0,0,18,8,0,5,5
114199780132,20,0,0,4,11,4,1,0,0
114199780133,1,0,0,0,3,1,0,0,0
114199780335,13,0,0,0,9,1,0,1,1
114199780431,59,0,0,1,19,12,0,6,6
114199782738,19,0,0,0,25,7,0,0,0
114199882136,1,0,0,0,1,1,0,0,0
114199882737,1,0,0,0,1,2,0,0,0
114199882738,3,0,0,0,4,1,0,1,1
114199882739,11,0,0,0,5,3,0,1,1
114199882933,6,0,0,0,8,2,0,1,1
114199980835,4,0,0,0,5,4,0,5,1
114199982933,13,0,0,0,13,8,0,3,2
114566069148,7,0,0,0,13,11,5,0,0
114566069648,3,0,0,0,2,1,0,0,0
114566069841,37,0,0,0,66,26,0,1,1
114566269141,1,1,0,0,2,1,0,0,0
114566269149,20,1,1,0,15,5,1,1,1
114566669146,7,0,0,0,20,13,0,0,0
114566769846,4,0,0,0,10,13,0,0,0
114566869145,6,0,0,0,8,4,2,0,0
114600067446,2,0,0,0,4,1,0,0,0
114600067744,8,0,0,0,6,5,1,2,1
114600267545,9,0,0,0,7,13,0,0,0
114600467448,5,0,0,0,2,0,0,0,0
114600467949,7,0,1,1,3,0,0,0,0
114600469149,2,0,0,0,3,1,1,0,0
114600567943,12,0,0,0,18,3,0,2,1
114600569143,108,24,54,3,60,29,7,11,8
114600569144,11,2,13,1,16,5,2,1,1
114600967441,2,0,0,0,4,3,1,0,0
114600967942,16,3,2,0,13,11,0,2,0
114601067243,7,0,0,0,6,0,0,0,0
114601069645,11,0,0,0,9,4,0,2,2
114601167445,7,0,0,0,4,1,0,0,0
114601267546,1,0,0,0,2,1,1,0,0
114601267549,6,1,20,8,38,11,1,0,0
114601367447,1,0,0,0,1,2,1,0,0
114601369849,1,0,0,0,1,1,0,0,0
114601467042,24,0,0,0,29,1,0,0,0
114601467445,1,1,0,0,3,0,0,0,0
114601467940,2,0,0,0,5,2,0,1,1
114601567941,1,0,0,0,1,1,0,0,0
114601569843,7,0,0,0,8,0,0,0,0
114601667442,56,0,0,0,29,15,0,2,2
114601667444,0,0,0,0,0,0,1,0,0
114601767045,3,0,0,0,6,3,0,0,0
114601767047,30,0,0,0,41,14,0,0,0
114601767240,9,1,2,11,13,2,0,0,0
114601767241,12,0,2,0,11,11,1,0,0
114601767341,10,0,0,0,12,8,0,0,0
114601767549,4,0,0,0,3,2,0,0,0
114601767945,9,2,0,2,11,10,1,0,0
114601769141,5,4,4,1,7,3,1,1,1
114601867542,1,0,0,0,0,0,0,0,0
114601867544,9,0,0,0,34,17,0,5,0
114601867942,2,2,0,0,2,2,1,0,0
114601867945,1,0,0,0,6,3,0,0,0
114601869142,5,0,0,0,1,0,0,0,0
114601967246,1,0,0,0,2,3,0,0,0
114602067241,6,0,0,0,11,3,0,0,0
114602067244,12,0,0,0,23,13,0,0,0
114602069846,1,0,0,0,0,0,0,0,0
114602069848,5,0,0,0,9,7,0,0,0
114602167248,9,0,0,0,5,3,0,0,0
114602167944,42,0,0,0,10,7,0,0,0
114602169146,4,2,2,0,6,3,2,1,1
114602169147,19,0,0,0,24,10,0,2,1
114602169148,24,0,1,0,21,7,1,4,3
114602169848,4,0,0,0,6,4,0,0,0
114602267940,5,0,0,0,9,5,0,0,0
114602267945,18,0,1,0,13,10,4,6,4
114602367545,15,0,0,0,25,4,0,2,0
114602369147,4,0,0,0,2,2,0,1,1
114602369648,14,0,0,0,20,14,0,1,0
114602467447,8,0,0,0,13,10,0,1,1
114602569640,6,0,0,0,6,6,0,1,0
114602569642,15,1,0,0,2,1,0,0,0
114602667448,5,0,0,0,4,1,0,0,0
114602767944,2,0,0,0,9,9,0,0,0
114602769147,13,0,0,0,11,2,0,1,0
114602867942,16,0,0,0,5,0,0,0,0
114602967542,7,0,0,0,7,2,0,0,0
114603067240,42,4,1,0,20,11,2,1,1
114603067549,2,0,0,0,4,1,0,0,0
114603069140,1,0,0,0,2,1,1,0,0
114603069646,12,0,1,0,30,4,2,1,1
114603069842,1,0,0,0,3,1,0,0,0
114603167940,3,0,0,0,7,2,1,0,0
114603267544,11,0,0,0,6,5,1,2,2
114603269840,1,0,0,0,15,9,0,1,0
114603269843,2,0,1,0,0,0,0,0,0
114603367749,44,1,13,2,52,27,7,10,6
114603369145,1,0,0,0,3,0,0,0,0
114603369147,5,0,0,0,7,6,0,1,0
114603467443,5,0,0,0,4,4,0,0,0
114603467542,15,0,0,0,13,3,0,1,0
114603467749,21,0,0,0,13,6,0,2,2
114603469642,11,0,0,0,21,3,0,2,0
114603567048,6,0,0,0,2,0,0,0,0
114603567746,17,1,0,0,14,4,0,1,1
114603567944,15,0,5,0,15,12,2,0,0
114603569143,22,0,0,0,18,5,0,3,0
114603569641,47,25,26,34,61,25,5,3,3
114603569646,14,0,0,0,5,1,0,0,0
114603569845,99,0,4,2,122,83,0,0,0
114603667041,39,51,17,74,41,13,2,1,1
114603667244,10,0,0,0,10,6,0,2,2
114603667248,2,5,4,2,12,5,2,0,0
114603667540,15,3,0,0,15,8,2,0,0
114603667741,2,0,0,0,4,2,0,0,0
114603669144,6,0,0,0,1,1,0,0,0
114603669847,47,0,0,0,30,16,0,4,4
114603767548,3,0,0,0,6,4,0,0,0
114603767740,1,0,0,0,2,3,0,0,0
114603869148,13,0,2,0,5,3,0,0,0
114603969143,6,0,0,0,5,1,0,0,0
114603969849,3,0,0,0,2,2,1,0,2
114604067443,2,0,0,0,8,2,1,2,0
114604267440,4,1,0,0,6,2,1,0,0
114604367944,10,0,0,0,9,0,1,0,0
114604467947,2,0,0,0,7,5,0,0,0
114604469845,6,0,0,0,14,3,0,0,0
114604569841,2,0,0,0,2,5,0,1,1
114604767542,12,3,4,0,21,3,1,0,0
114604767947,26,17,13,49,27,3,1,5,3
