userid,firstType,daoshuType1,daoshuType2,daoshuType3
112527080280,1,6,5.0,7.0
112527080283,6,7,6.0,
112527080303,1,7,6.0,6.0
112527080485,1,7,6.0,5.0
112527080683,1,5,4.0,5.0
112527080807,1,7,7.0,6.0
112527080886,1,6,5.0,2.0
112527082009,7,6,5.0,5.0
112527082084,1,7,6.0,6.0
112527082088,6,5,4.0,2.0
112527082404,1,7,6.0,5.0
112527082581,5,7,6.0,5.0
112527082587,5,6,5.0,5.0
112527083007,1,7,6.0,5.0
112527083008,1,6,5.0,1.0
112527083084,3,7,6.0,5.0
112527083209,1,6,5.0,5.0
112527083300,1,2,5.0,1.0
112527083487,1,7,6.0,6.0
112527083587,1,5,1.0,1.0
112527083705,1,7,5.0,5.0
112527165288,1,7,6.0,5.0
112527165300,1,7,6.0,5.0
112527165504,1,6,5.0,1.0
112527165506,1,7,6.0,6.0
112527165584,1,6,5.0,5.0
112527165600,1,6,5.0,6.0
112527165604,1,7,6.0,6.0
112527165608,1,7,6.0,5.0
112527165885,5,7,6.0,5.0
112527169180,6,5,7.0,6.0
112527169181,1,7,6.0,5.0
112527180402,1,6,3.0,1.0
112527180409,1,7,6.0,5.0
112527180886,1,4,2.0,1.0
112527180900,1,6,5.0,2.0
112527180981,1,7,6.0,6.0
112527180983,1,7,6.0,5.0
112527183080,7,7,,
112527183106,1,7,6.0,6.0
112527183109,1,1,1.0,
112527183205,1,7,6.0,5.0
112527183304,1,1,1.0,1.0
112527183386,7,7,,
112527183483,1,7,6.0,5.0
112527183881,1,7,6.0,5.0
112527183904,1,7,6.0,5.0
112527265184,7,3,1.0,1.0
112527265206,1,7,6.0,5.0
112527265207,7,6,7.0,
112527265284,1,6,5.0,1.0
112527265407,1,7,6.0,5.0
112527265489,1,7,6.0,6.0
112527265600,1,7,6.0,6.0
112527265603,1,7,6.0,5.0
112527265608,5,6,5.0,3.0
112527265700,1,7,1.0,1.0
112527265786,7,7,,
112527265985,7,7,7.0,
112527265988,1,7,6.0,6.0
112527269183,1,7,6.0,5.0
112527269185,1,7,6.0,5.0
112527269389,1,1,7.0,6.0
112527269605,1,7,6.0,5.0
112527280086,1,7,6.0,5.0
112527280189,1,7,6.0,5.0
112527280200,1,7,6.0,5.0
112527280280,7,7,,
112527280282,1,7,6.0,5.0
112527280288,6,7,6.0,1.0
112527280289,1,6,6.0,5.0
112527280488,1,7,6.0,5.0
112527280586,1,7,6.0,5.0
112527280601,5,7,6.0,5.0
112527280604,1,7,6.0,6.0
112527280904,5,6,5.0,5.0
112527282305,1,6,6.0,5.0
112527282600,1,5,5.0,2.0
112527282683,1,7,6.0,6.0
112527282700,1,6,5.0,1.0
112527282705,1,6,5.0,5.0
112527282706,1,7,6.0,5.0
112527282907,1,6,5.0,5.0
112527283188,1,7,5.0,4.0
112527283200,1,7,6.0,5.0
112527283384,5,7,6.0,5.0
112527283582,1,7,6.0,6.0
112527283584,1,7,6.0,6.0
112527283682,1,6,5.0,2.0
112527283784,1,7,6.0,6.0
112527283785,1,7,6.0,5.0
112527283800,1,7,6.0,6.0
112527283886,1,7,6.0,5.0
112527283887,7,7,,
112527283980,1,7,6.0,5.0
112527365005,1,7,6.0,6.0
112527365080,1,7,6.0,5.0
112527365082,1,7,6.0,5.0
112527365284,1,6,6.0,5.0
112527365304,1,6,5.0,5.0
112527365305,7,7,,
112527365487,1,2,4.0,4.0
112527365581,6,7,6.0,5.0
112527365605,7,7,,
112527369182,1,1,1.0,1.0
112527369187,1,6,6.0,6.0
112527380386,1,7,6.0,6.0
112527380485,1,7,6.0,6.0
112527380509,1,1,5.0,5.0
112527380601,1,7,6.0,5.0
112527380603,1,6,5.0,1.0
112527382007,1,6,5.0,5.0
112527382205,1,7,6.0,6.0
112527382882,1,7,6.0,5.0
112527382900,1,7,6.0,5.0
112527382909,7,7,,
112527383001,1,7,6.0,5.0
112527383085,1,6,6.0,5.0
112527383184,1,7,6.0,5.0
112527383289,1,7,6.0,5.0
112527383300,1,7,6.0,5.0
112527383404,1,6,5.0,1.0
112527383507,5,1,5.0,7.0
112527383802,7,7,,
112527383803,1,7,6.0,5.0
112527383886,1,7,6.0,5.0
112527383901,1,7,5.0,4.0
112527465083,1,5,4.0,5.0
112527465181,1,7,6.0,6.0
112527465186,1,6,5.0,5.0
112527465188,7,7,,
112527465286,5,6,5.0,1.0
112527465501,1,7,6.0,5.0
112527465604,1,7,6.0,5.0
112527465800,1,5,4.0,1.0
112527469180,5,6,6.0,6.0
112527469303,5,7,6.0,5.0
112527480082,1,7,6.0,5.0
112527480206,7,7,,
112527480207,1,4,4.0,1.0
112527480309,1,7,6.0,5.0
112527480585,1,7,6.0,6.0
112527480686,1,7,6.0,5.0
112527480700,2,7,6.0,5.0
112527480701,1,7,6.0,5.0
112527480804,5,6,6.0,5.0
112527482002,5,7,6.0,5.0
112527482087,7,7,,
112527482088,1,5,4.0,4.0
112527482282,7,7,,
112527482406,1,6,5.0,5.0
112527482500,7,7,,
112527482808,1,7,6.0,5.0
112527482904,1,5,1.0,7.0
112527483004,2,7,6.0,6.0
112527483009,1,7,6.0,5.0
112527483083,7,7,,
112527483301,5,6,5.0,
112527483387,5,7,6.0,5.0
112527483486,1,7,6.0,6.0
112527483587,1,7,6.0,5.0
112527483703,1,5,4.0,5.0
112527483704,1,1,5.0,1.0
112527483709,1,7,6.0,6.0
112527483882,7,7,,
112527565085,1,6,5.0,5.0
112527565086,1,7,6.0,5.0
112527565208,1,5,5.0,1.0
112527565303,1,7,6.0,5.0
112527565684,5,7,6.0,5.0
112527565685,1,7,6.0,5.0
112527565887,1,6,5.0,5.0
112527565907,1,6,6.0,5.0
112527569307,1,2,1.0,5.0
112527569609,5,6,5.0,
112527569681,1,7,6.0,5.0
112527580004,1,6,6.0,5.0
112527580007,1,6,5.0,1.0
112527580104,1,6,6.0,6.0
112527580302,1,6,6.0,5.0
112527580304,1,7,6.0,5.0
112527580488,1,6,5.0,1.0
112527580503,1,7,6.0,5.0
112527580583,1,7,6.0,6.0
112527580687,1,1,1.0,5.0
112527580803,1,6,5.0,6.0
112527580883,1,1,6.0,5.0
112527580986,6,7,6.0,5.0
112527582005,1,7,6.0,6.0
112527582080,7,7,,
112527582087,1,7,6.0,6.0
112527582088,1,7,6.0,5.0
112527582089,7,7,,
112527582582,1,7,4.0,5.0
112527583083,5,7,6.0,5.0
112527583108,1,5,5.0,5.0
112527583185,1,7,6.0,5.0
112527583282,1,6,5.0,5.0
112527583487,9,6,6.0,5.0
112527583489,1,7,6.0,5.0
112527583508,1,7,6.0,5.0
112527583785,1,6,5.0,5.0
112527583804,1,6,5.0,5.0
112527583906,1,7,1.0,7.0
112527665081,1,7,6.0,5.0
112527665087,1,2,4.0,2.0
112527665089,1,6,5.0,1.0
112527665106,1,7,6.0,5.0
112527665203,1,1,2.0,5.0
112527665302,1,6,6.0,5.0
112527665486,1,7,6.0,5.0
112527665500,1,6,5.0,1.0
112527665508,7,7,,
112527665881,5,7,6.0,5.0
112527665900,1,7,6.0,5.0
112527665909,1,6,6.0,5.0
112527665984,1,7,6.0,5.0
112527669187,7,7,,
112527669189,1,4,4.0,7.0
112527669688,1,7,6.0,5.0
112527680085,1,7,6.0,5.0
112527680484,1,6,5.0,1.0
112527680580,7,7,,
112527680600,7,7,,
112527680607,7,7,,
112527680685,1,6,5.0,1.0
112527680700,1,6,5.0,1.0
112527680706,1,7,6.0,5.0
112527682507,1,4,1.0,1.0
112527683182,1,6,5.0,6.0
112527683281,2,1,1.0,3.0
112527683507,1,6,5.0,5.0
112527683707,7,7,,
112527683982,1,7,6.0,5.0
112527765002,1,7,6.0,5.0
112527765005,1,6,5.0,1.0
112527765089,1,7,6.0,5.0
112527765180,1,7,6.0,5.0
112527765187,1,7,6.0,5.0
112527765189,1,7,6.0,5.0
112527765703,7,7,7.0,
112527765705,1,7,6.0,6.0
112527769185,1,7,6.0,6.0
112527769609,1,7,6.0,5.0
112527769681,1,1,9.0,8.0
112527780000,1,7,6.0,5.0
112527780002,1,5,4.0,2.0
112527780180,1,7,6.0,6.0
112527780182,1,6,5.0,2.0
112527780205,1,7,7.0,7.0
112527780206,1,6,5.0,7.0
112527780786,5,7,6.0,5.0
112527780880,1,7,6.0,5.0
112527780909,7,7,,
112527782089,5,7,6.0,5.0
112527782583,1,7,6.0,6.0
112527782588,1,1,1.0,1.0
112527783009,1,6,5.0,5.0
112527783201,5,7,6.0,5.0
112527783207,1,5,5.0,5.0
112527783388,7,7,,
112527783406,1,7,6.0,5.0
112527783680,1,6,5.0,7.0
112527783687,1,5,5.0,1.0
112527783701,1,7,6.0,5.0
112527783804,7,7,,
112527865007,5,7,6.0,5.0
112527865085,7,7,,
112527865381,1,6,5.0,1.0
112527865505,7,7,,
112527865703,3,7,6.0,6.0
112527865707,1,5,4.0,5.0
112527865787,1,7,6.0,6.0
112527865885,1,7,6.0,5.0
112527865983,1,6,5.0,1.0
112527869184,1,7,5.0,5.0
112527869384,5,7,6.0,5.0
112527869683,1,1,4.0,4.0
112527880184,1,6,5.0,5.0
112527880388,1,7,1.0,5.0
112527880400,1,6,5.0,6.0
112527880483,1,4,2.0,1.0
112527880485,1,7,6.0,5.0
112527880602,1,6,5.0,5.0
112527880787,1,7,6.0,5.0
112527880889,1,6,5.0,1.0
112527880985,1,6,5.0,1.0
112527882005,1,2,7.0,6.0
112527882088,1,6,5.0,5.0
112527882202,5,6,5.0,5.0
112527882402,1,6,5.0,2.0
112527882503,1,7,6.0,5.0
112527882505,1,7,6.0,5.0
112527882506,1,5,4.0,2.0
112527883007,5,7,6.0,5.0
112527883106,1,6,6.0,6.0
112527883401,1,7,6.0,5.0
112527883501,1,6,5.0,1.0
112527883605,1,6,5.0,2.0
112527883704,1,7,6.0,5.0
112527883883,1,6,5.0,1.0
112527883889,1,7,6.0,5.0
112527883907,1,6,5.0,5.0
112527883989,1,6,5.0,1.0
112527965004,1,7,6.0,5.0
112527965008,1,6,6.0,5.0
112527965181,1,7,6.0,5.0
112527965402,1,7,6.0,6.0
112527965484,1,6,5.0,1.0
112527965585,5,6,5.0,
112527965687,1,6,6.0,5.0
112527965806,1,6,5.0,5.0
112527965889,1,6,5.0,5.0
112527969181,1,7,6.0,5.0
112527969380,1,7,6.0,5.0
112527969381,1,7,6.0,5.0
112527969600,1,6,5.0,1.0
112527969686,1,7,6.0,5.0
112527980003,1,8,7.0,6.0
112527980007,1,7,6.0,5.0
112527980100,1,7,6.0,6.0
112527980107,1,7,6.0,5.0
112527980488,1,6,6.0,5.0
112527980706,1,6,6.0,5.0
112527980780,7,7,,
112527980900,1,7,6.0,5.0
112527980908,1,7,6.0,5.0
112527983281,7,7,,
112527983388,7,7,,
112527983403,1,6,5.0,5.0
112527983487,1,7,5.0,4.0
112527983709,1,7,5.0,4.0
112527983983,1,6,5.0,5.0
112528065002,5,7,6.0,5.0
112528065284,7,7,5.0,2.0
112528065381,7,7,,
112528065389,1,6,5.0,1.0
112528065608,1,7,6.0,5.0
112528065682,1,5,5.0,4.0
112528065709,1,6,5.0,1.0
112528065881,1,7,6.0,5.0
112528069308,1,6,6.0,5.0
112528080583,1,1,1.0,7.0
112528080881,1,7,6.0,6.0
112528083086,1,6,5.0,2.0
112528083181,1,3,1.0,4.0
112528083500,5,7,6.0,5.0
112528083504,1,6,5.0,5.0
112528083587,1,7,6.0,5.0
112528083702,1,6,5.0,2.0
112528083904,1,1,1.0,1.0
112528083908,1,7,6.0,5.0
112528083987,1,7,6.0,5.0
112528165081,1,6,5.0,1.0
112528165103,1,7,6.0,6.0
112528165281,5,1,5.0,5.0
112528165287,1,7,6.0,6.0
112528165509,2,6,5.0,2.0
112528169187,1,7,6.0,5.0
112528169605,1,1,3.0,3.0
112528169680,1,7,6.0,5.0
112528180088,1,7,6.0,5.0
112528180506,1,7,6.0,5.0
112528183187,1,7,6.0,5.0
112528183389,1,6,6.0,5.0
112528183484,1,6,5.0,1.0
112528183906,1,7,6.0,5.0
112528183989,3,7,6.0,5.0
112528265002,7,7,9.0,7.0
112528265201,7,7,7.0,
112528265204,1,6,5.0,5.0
112528265301,1,7,6.0,5.0
112528265489,1,7,5.0,4.0
112528265500,1,7,6.0,5.0
112528265502,1,1,1.0,1.0
112528265605,1,7,6.0,6.0
112528265900,1,7,6.0,5.0
112528269381,1,7,6.0,5.0
112528269384,1,7,6.0,6.0
112528269686,1,7,6.0,5.0
112528280001,1,7,6.0,5.0
112528280202,1,7,6.0,5.0
112528280209,1,7,6.0,5.0
112528280284,1,7,6.0,5.0
112528280286,1,6,5.0,6.0
112528280487,1,7,6.0,5.0
112528280488,1,7,6.0,5.0
112528280581,1,5,1.0,5.0
112528280906,1,7,5.0,4.0
112528283105,1,6,5.0,1.0
112528283789,1,5,1.0,2.0
112528365008,1,7,6.0,6.0
112528365087,1,1,8.0,7.0
112528365101,1,6,5.0,5.0
112528365284,1,6,5.0,5.0
112528365403,1,6,5.0,2.0
112528365587,1,7,5.0,4.0
112528365906,1,6,6.0,6.0
112528365983,1,7,6.0,5.0
112528365985,1,2,3.0,3.0
112528369184,1,6,5.0,4.0
112528383000,1,6,5.0,5.0
112528383087,1,6,6.0,6.0
112528383200,1,7,6.0,6.0
112528383208,1,7,6.0,6.0
112528383689,1,6,5.0,2.0
112528383707,2,6,5.0,5.0
112528383800,2,6,5.0,6.0
112528383804,1,6,5.0,1.0
112528465283,5,6,5.0,5.0
112528465404,1,6,5.0,5.0
112528465485,1,1,6.0,5.0
112528465601,1,6,5.0,5.0
112528465780,1,7,6.0,5.0
112528465906,5,6,5.0,7.0
112528469180,1,7,6.0,5.0
112528469387,1,7,6.0,5.0
112528469689,1,5,4.0,4.0
112528483001,1,6,6.0,5.0
112528483203,1,7,5.0,4.0
112528483487,1,6,5.0,6.0
112528483700,1,6,5.0,3.0
112528483703,7,7,,
112528483808,5,7,6.0,5.0
112528483984,1,1,3.0,4.0
112528565502,1,6,5.0,5.0
112528565586,1,6,5.0,5.0
112528565604,5,7,6.0,5.0
112528565686,7,7,,
112528565705,1,7,6.0,5.0
112528565986,2,7,6.0,6.0
112528565989,1,6,6.0,5.0
112528569189,1,7,6.0,5.0
112528569308,1,7,6.0,5.0
112528580204,1,5,7.0,6.0
112528580483,5,6,5.0,5.0
112528580500,1,7,6.0,5.0
112528580508,2,7,6.0,5.0
112528580701,1,7,6.0,5.0
112528580709,1,1,1.0,2.0
112528580802,1,7,6.0,6.0
112528580907,1,7,6.0,5.0
112528580909,7,7,7.0,7.0
112528583088,1,6,5.0,1.0
112528583180,7,6,5.0,1.0
112528583182,1,6,5.0,3.0
112528583201,1,7,6.0,5.0
112528583207,1,7,6.0,5.0
112528583286,5,7,5.0,4.0
112528583502,1,6,5.0,5.0
112528583506,1,7,6.0,5.0
112528583509,1,7,6.0,6.0
112528583601,1,6,5.0,1.0
112528583603,1,7,6.0,5.0
112528583689,9,7,6.0,6.0
112528583709,1,7,6.0,5.0
112528583786,2,7,6.0,5.0
112528583883,1,7,6.0,5.0
112528583888,1,7,6.0,6.0
112528583907,1,4,4.0,1.0
112528583984,1,6,5.0,5.0
112528665000,5,6,5.0,5.0
112528665303,7,4,1.0,1.0
112528665384,2,7,6.0,5.0
112528665403,7,7,,
112528665482,7,7,7.0,7.0
112528665602,7,7,7.0,7.0
112528665680,1,1,6.0,6.0
112528665708,1,4,1.0,2.0
112528665709,1,7,6.0,5.0
112528665808,1,6,5.0,5.0
112528665889,1,7,6.0,5.0
112528669688,1,2,3.0,3.0
112528683705,1,7,6.0,5.0
112528683801,7,1,9.0,8.0
112528683885,5,7,7.0,7.0
112528683987,1,1,1.0,6.0
112528765081,6,1,6.0,6.0
112528765409,2,6,5.0,1.0
112528765586,1,6,5.0,2.0
112528765886,1,7,6.0,6.0
112528765986,1,7,6.0,6.0
112528769184,1,7,6.0,6.0
112528769303,1,6,5.0,5.0
112528769309,1,7,6.0,5.0
112528783208,3,7,6.0,5.0
112528783283,7,6,5.0,3.0
112528783284,1,7,6.0,5.0
112528783287,1,7,6.0,5.0
112528783607,1,7,6.0,5.0
112528783909,1,7,6.0,5.0
112528865085,1,6,5.0,5.0
112528865089,1,7,6.0,5.0
112528865482,1,7,6.0,5.0
112528865909,1,7,6.0,5.0
112528869189,1,7,6.0,5.0
112528869680,1,1,1.0,1.0
112528883104,1,6,5.0,5.0
112528883306,2,7,6.0,5.0
112528883486,1,7,6.0,5.0
112528883601,1,5,1.0,1.0
112528883809,1,7,6.0,5.0
112528883884,5,7,6.0,5.0
112528883889,1,6,5.0,2.0
112528965305,5,6,6.0,5.0
112528965506,1,1,6.0,5.0
112528965582,1,7,2.0,5.0
112528965604,5,7,6.0,5.0
112528965707,7,6,5.0,1.0
112528965802,1,7,6.0,5.0
112528965885,1,5,4.0,4.0
112528969382,1,7,6.0,5.0
112528969605,7,7,,
112528969689,1,7,6.0,5.0
112528980286,1,7,6.0,6.0
112528980484,1,6,5.0,6.0
112528983180,1,5,1.0,4.0
112528983381,1,5,1.0,5.0
112528983508,1,7,5.0,4.0
112528983605,1,6,5.0,5.0
112528983706,5,7,6.0,5.0
112528983987,5,7,6.0,5.0
112529065006,1,6,5.0,5.0
112529065080,1,7,6.0,5.0
112529065207,1,5,1.0,5.0
112529065287,1,6,5.0,5.0
112529065401,1,6,5.0,7.0
112529065480,1,5,1.0,5.0
112529065485,1,5,5.0,1.0
112529065487,1,6,5.0,1.0
112529065583,1,6,6.0,5.0
112529065689,1,7,6.0,5.0
112529065989,1,6,5.0,6.0
112529069182,1,1,5.0,5.0
112529069306,1,6,5.0,1.0
112529069609,1,5,5.0,5.0
112529080083,1,6,5.0,5.0
112529080085,1,6,5.0,5.0
112529080280,1,6,5.0,1.0
112529080283,1,6,6.0,5.0
112529080403,1,6,5.0,5.0
112529080480,1,5,6.0,5.0
112529083082,1,6,5.0,1.0
112529083087,5,6,5.0,5.0
112529083205,1,6,5.0,5.0
112529083483,1,7,6.0,5.0
112529083886,1,7,6.0,5.0
112529083985,1,6,5.0,1.0
112529165001,1,6,5.0,5.0
112529165184,1,2,7.0,6.0
112529165380,1,1,1.0,6.0
112529165481,1,6,5.0,5.0
112529165589,1,6,5.0,5.0
112529165708,1,6,5.0,5.0
112529165989,1,6,5.0,5.0
112529169183,1,6,5.0,1.0
112529169300,1,6,5.0,5.0
112529169302,1,6,5.0,5.0
112529169684,1,6,5.0,5.0
112529180284,1,6,5.0,1.0
112529180484,1,6,5.0,1.0
112529180605,1,6,5.0,5.0
112529180608,1,7,6.0,5.0
112529180609,1,7,6.0,5.0
112529180681,5,6,5.0,5.0
112529180684,5,1,6.0,5.0
112529180700,1,7,6.0,5.0
112529180883,1,6,5.0,5.0
112529180887,1,6,5.0,1.0
112529183086,1,6,6.0,5.0
112529183206,1,6,6.0,5.0
112529183285,1,7,6.0,5.0
112529183389,1,7,6.0,6.0
112529183401,1,7,1.0,1.0
112529183506,1,6,5.0,7.0
112529183508,1,6,6.0,5.0
112529183681,1,6,5.0,1.0
112529183688,5,1,5.0,6.0
112529183889,9,6,5.0,5.0
112529183908,1,1,1.0,1.0
112529265004,1,1,6.0,5.0
112529265009,1,6,5.0,5.0
112529265080,1,6,5.0,5.0
112529265100,1,6,5.0,5.0
112529265104,1,6,5.0,5.0
112529265184,1,6,5.0,6.0
112529265401,1,6,5.0,6.0
112529265406,5,6,5.0,5.0
112529265607,1,7,6.0,5.0
112529265685,1,5,1.0,1.0
112529265781,1,6,5.0,1.0
112529265789,1,7,6.0,5.0
112529265806,1,6,5.0,1.0
112529265882,1,6,5.0,5.0
112529265885,1,6,5.0,1.0
112529269183,1,6,5.0,6.0
112529269189,1,6,5.0,5.0
112529269687,1,6,5.0,6.0
112529280003,1,6,5.0,1.0
112529280582,1,6,5.0,5.0
112529283003,1,6,5.0,1.0
112529283005,1,6,5.0,5.0
112529283201,5,3,1.0,5.0
112529283202,1,6,6.0,5.0
112529283204,1,6,5.0,5.0
112529283207,1,7,6.0,5.0
112529283283,1,1,1.0,6.0
112529283407,1,6,5.0,5.0
112529283609,5,7,6.0,6.0
112529283787,1,6,5.0,5.0
112529283805,1,7,6.0,5.0
112529283906,1,6,5.0,1.0
112529283980,1,6,5.0,5.0
112529283986,1,6,5.0,1.0
112529283989,1,6,6.0,6.0
112529365001,1,6,5.0,6.0
112529365007,1,6,5.0,6.0
112529365102,1,6,5.0,1.0
112529365281,1,1,5.0,1.0
112529365304,1,7,6.0,6.0
112529365483,1,6,6.0,5.0
112529365504,1,7,6.0,5.0
112529365700,1,7,6.0,5.0
112529365903,1,1,6.0,6.0
112529365909,5,6,5.0,5.0
112529369187,1,6,5.0,1.0
112529369306,5,5,5.0,6.0
112529369307,1,7,6.0,5.0
112529369308,1,6,5.0,5.0
112529369389,1,6,6.0,6.0
112529380004,1,6,5.0,1.0
112529380081,1,7,6.0,5.0
112529380286,1,7,6.0,5.0
112529380404,1,6,6.0,5.0
112529380483,1,7,6.0,5.0
112529380484,1,6,6.0,5.0
112529380806,1,6,6.0,5.0
112529383006,1,1,6.0,5.0
112529383109,1,6,5.0,5.0
112529383302,1,6,5.0,5.0
112529383381,1,7,5.0,4.0
112529383404,1,7,6.0,5.0
112529383508,1,7,6.0,6.0
112529383509,1,7,6.0,6.0
112529383580,5,6,6.0,5.0
112529383581,1,6,5.0,6.0
112529383602,1,5,6.0,5.0
112529383603,5,6,5.0,1.0
112529383780,1,1,6.0,5.0
112529383789,1,6,5.0,1.0
112529383807,1,7,6.0,5.0
112529383901,1,6,5.0,5.0
112529383906,1,7,6.0,5.0
112529383988,1,6,5.0,1.0
112529465207,1,7,6.0,6.0
112529465380,1,6,6.0,5.0
112529465382,1,6,5.0,1.0
112529465400,1,6,6.0,5.0
112529465583,1,6,5.0,5.0
112529465689,1,7,6.0,5.0
112529465782,1,6,5.0,5.0
112529465786,1,7,6.0,5.0
112529465901,1,7,6.0,5.0
112529469389,1,6,5.0,1.0
112529480084,1,7,6.0,5.0
112529480085,1,6,6.0,5.0
112529480087,1,6,5.0,5.0
112529480105,1,6,5.0,1.0
112529480582,1,6,5.0,5.0
112529480788,1,7,5.0,1.0
112529480886,1,6,5.0,5.0
112529480900,1,6,6.0,6.0
112529480903,1,6,5.0,5.0
112529483085,1,6,5.0,5.0
112529483105,1,5,5.0,5.0
112529483303,1,5,4.0,2.0
112529483305,8,6,5.0,5.0
112529483383,1,5,6.0,5.0
112529483388,1,1,1.0,3.0
112529483681,1,6,5.0,1.0
112529483787,1,7,6.0,5.0
112529483804,7,9,7.0,
112529565007,1,6,6.0,5.0
112529565084,5,7,6.0,5.0
112529565087,5,7,6.0,5.0
112529565101,9,6,5.0,1.0
112529565200,1,7,6.0,5.0
112529565284,1,6,5.0,5.0
112529565302,1,6,5.0,7.0
112529565403,1,6,5.0,5.0
112529565508,1,6,5.0,5.0
112529565584,1,6,5.0,1.0
112529565686,1,7,6.0,5.0
112529565687,1,6,5.0,7.0
112529565701,1,6,5.0,5.0
112529565804,1,6,5.0,5.0
112529565987,1,5,4.0,2.0
112529569381,1,7,6.0,5.0
112529569384,1,6,5.0,1.0
112529569385,1,6,5.0,6.0
112529569607,1,6,5.0,2.0
112529569608,1,7,6.0,5.0
112529580001,1,7,6.0,5.0
112529580081,1,6,5.0,1.0
112529580207,1,7,6.0,6.0
112529580409,1,7,6.0,5.0
112529580506,1,7,6.0,6.0
112529580508,1,7,6.0,5.0
112529583001,1,7,6.0,5.0
112529583102,5,6,5.0,5.0
112529583189,1,7,6.0,5.0
112529583204,1,6,6.0,6.0
112529583283,1,6,5.0,1.0
112529583302,1,6,6.0,5.0
112529583383,5,6,5.0,
112529583388,1,6,5.0,5.0
112529583389,1,1,1.0,1.0
112529583402,1,6,5.0,6.0
112529583405,1,6,6.0,5.0
112529583482,5,6,5.0,
112529583580,1,6,5.0,5.0
112529583581,1,5,5.0,6.0
112529583585,1,1,,
112529583587,1,7,6.0,6.0
112529583682,1,6,5.0,3.0
112529583804,1,6,6.0,5.0
112529583905,1,6,5.0,1.0
112529665081,1,7,6.0,5.0
112529665086,1,5,1.0,1.0
112529665305,1,6,5.0,1.0
112529665386,1,7,6.0,5.0
112529665402,1,5,6.0,5.0
112529665584,1,6,5.0,5.0
112529665687,1,6,5.0,1.0
112529665701,1,7,6.0,5.0
112529665800,1,2,2.0,1.0
112529665881,1,1,5.0,6.0
112529665988,1,6,6.0,6.0
112529669185,1,6,5.0,1.0
112529669189,1,7,6.0,5.0
112529669300,1,6,5.0,1.0
112529669306,1,6,5.0,6.0
112529683004,1,6,5.0,6.0
112529683080,1,6,5.0,5.0
112529683084,1,6,5.0,5.0
112529683100,5,6,5.0,5.0
112529683109,1,6,6.0,5.0
112529683202,1,6,5.0,5.0
112529683300,1,7,6.0,5.0
112529683305,5,6,5.0,6.0
112529683306,5,5,1.0,5.0
112529683409,1,6,5.0,5.0
112529683485,1,6,6.0,5.0
112529683684,1,7,6.0,5.0
112529683705,1,6,6.0,6.0
112529683709,1,7,6.0,5.0
112529683786,5,6,5.0,5.0
112529683807,5,6,5.0,6.0
112529683882,1,6,5.0,5.0
112529765006,1,6,5.0,3.0
112529765081,1,6,5.0,6.0
112529765082,1,6,5.0,5.0
112529765188,1,6,5.0,5.0
112529765202,1,6,5.0,5.0
112529765285,1,7,6.0,5.0
112529765386,1,6,5.0,1.0
112529765388,6,6,5.0,5.0
112529765507,1,6,5.0,5.0
112529765588,1,7,6.0,5.0
112529765604,1,7,6.0,5.0
112529765682,1,7,6.0,5.0
112529765784,5,6,5.0,5.0
112529765883,1,7,5.0,4.0
112529765901,1,6,5.0,5.0
112529765906,1,6,5.0,1.0
112529765909,1,6,5.0,6.0
112529769186,1,5,5.0,1.0
112529769380,1,1,2.0,9.0
112529769386,1,1,1.0,6.0
112529769605,1,1,5.0,1.0
112529769680,1,6,5.0,1.0
112529780005,1,6,5.0,5.0
112529780200,1,6,6.0,6.0
112529780289,5,6,5.0,
112529780489,6,6,,
112529780501,1,6,5.0,6.0
112529780700,1,6,5.0,3.0
112529780806,1,7,6.0,5.0
112529780807,1,6,5.0,5.0
112529780900,1,6,5.0,5.0
112529780903,1,6,6.0,5.0
112529780986,1,7,6.0,5.0
112529783085,1,6,6.0,5.0
112529783101,1,6,6.0,6.0
112529783182,1,1,6.0,5.0
112529783305,1,6,5.0,3.0
112529783487,1,6,5.0,1.0
112529783500,1,5,6.0,5.0
112529783504,5,6,5.0,6.0
112529783508,1,6,6.0,5.0
112529783581,5,6,5.0,5.0
112529783903,1,6,5.0,5.0
112529865008,1,1,1.0,5.0
112529865084,5,6,5.0,5.0
112529865203,1,6,5.0,5.0
112529865209,1,7,6.0,5.0
112529865303,1,7,1.0,1.0
112529865404,1,1,9.0,8.0
112529865581,1,6,5.0,5.0
112529865784,1,6,5.0,3.0
112529865909,1,6,5.0,6.0
112529869188,1,6,5.0,5.0
112529869189,1,6,6.0,5.0
112529869687,1,6,5.0,1.0
112529880086,1,6,6.0,5.0
112529880109,5,1,8.0,1.0
112529880182,1,6,5.0,5.0
112529880402,5,6,5.0,1.0
112529880483,1,7,6.0,5.0
112529880489,1,6,5.0,5.0
112529880500,1,7,6.0,5.0
112529880503,1,6,5.0,1.0
112529880507,1,7,6.0,5.0
112529880584,1,6,5.0,1.0
112529880600,1,7,6.0,5.0
112529880688,1,6,5.0,5.0
112529880782,1,6,6.0,6.0
112529880807,1,6,5.0,5.0
112529880886,1,6,5.0,5.0
112529880984,1,6,5.0,5.0
112529882586,1,6,5.0,5.0
112529883082,1,1,1.0,1.0
112529883284,1,6,5.0,6.0
112529883603,1,6,5.0,5.0
112529883684,1,7,6.0,5.0
112529883686,1,6,5.0,5.0
112529883689,1,5,4.0,2.0
