userid,interval_mean,interval_var,interval_min,interval_lastvale1,interval_lastvale2,interval_lastvale3,interval_lastvale4,interval_last3_mean,interval_last3_var,first_interval
114822967645,123294.54,219264197978.49,10.0,4124033.0,106968.0,381257.0,44.0,1537419.33,3357824206213.56,21.0
114822969145,19002.3,6222259452.35,3.0,11.0,2639.0,9.0,12.0,886.33,1535920.89,32.0
114823050042,21594.54,19809013171.79,3.0,69.0,1033.0,214.0,3.0,438.67,180120.22,116.0
114823050242,,,,,,,,,,
114823050246,24195.27,10609325979.6,2.0,5.0,85.0,4.0,7.0,31.33,1440.22,120.0
114823050446,24095.42,4054351775.24,18.0,136.0,78.0,48.0,258.0,87.33,1334.22,45.0
114823050544,75.44,10090.47,2.0,217.0,19.0,2.0,59.0,79.33,9524.22,38.0
114823053142,174.4,20505.44,7.0,228.0,239.0,7.0,381.0,158.0,11420.67,17.0
114823053145,64147.74,64511774833.24,4.0,210.0,26.0,56.0,31621.0,97.33,6496.89,84.0
114823053147,3936.75,86927893.85,8.0,114.0,58.0,33856.0,61.0,11342.67,253425611.56,183.0
114823053443,22242.2,2983786543.63,4.0,170842.0,11090.0,60.0,151220.0,60664.0,6089872658.67,50.0
114823067745,976.5,2593217.25,16.0,16.0,106.0,19.0,3765.0,47.0,1742.0,3765.0
114823069146,4832.24,551372418.44,2.0,240.0,17.0,338.0,36150.0,198.33,18041.56,61.0
114823069848,330.5,221696.25,5.0,6.0,1033.0,5.0,55.0,348.0,234612.67,396.0
114823167244,3121.75,28050177.19,24.0,72.0,12295.0,96.0,24.0,4154.33,33135322.89,24.0
114823167446,99.33,16589.22,12.0,137.0,12.0,38.0,22.0,62.33,2900.22,16.0
114823167941,62452.06,48181697588.27,2.0,266.0,153571.0,8118.0,5351.0,53985.0,4968961348.67,23.0
114823250047,220979.29,593690361613.2,5.0,149.0,3883.0,31.0,5.0,1354.33,3199398.22,20.0
114823250746,,,210.0,210.0,,,,,,210.0
114823253040,742.33,3724509.56,7.0,7.0,8.0,35.0,307.0,16.67,168.22,10.0
114823253542,97129.93,107284182448.64,11.0,297.0,48.0,37.0,83661.0,127.33,14413.56,40.0
114823253643,73.0,5965.67,8.0,62.0,51.0,129.0,112.0,80.67,1188.22,44.0
114823253840,40.0,1623.33,1.0,51.0,1.0,92.0,25.0,48.0,1384.67,12.0
114823267449,39123.41,9141399572.24,5.0,99.0,5.0,108.0,21.0,70.67,2169.56,25.0
114823267541,107972.67,127528135672.06,8.0,104.0,8.0,1292373.0,108.0,430828.33,371129607866.89,57.0
114823267740,4239.11,431055687.24,5.0,392.0,1864.0,29.0,9.0,761.67,629530.89,151.0
114823267743,47931.33,17812378159.78,6.0,425407.0,64.0,27.0,63.0,141832.67,40207201490.89,336.0
114823367044,13745.08,4286788022.6,1.0,76.0,9.0,5.0,14.0,30.0,1060.67,83.0
114823367441,71.0,2304.0,23.0,119.0,23.0,,,,,23.0
114823367448,159.56,35076.69,15.0,215.0,15.0,260.0,636.0,163.33,11338.89,87.0
114823369145,256.71,52609.63,40.0,40.0,60.0,777.0,224.0,292.33,117517.56,291.0
114823369149,39478.68,8205547417.16,2.0,82.0,182.0,9.0,7.0,91.0,5028.67,12.0
114823369848,51034.88,41527018420.22,7.0,157.0,45.0,33.0,39.0,78.33,3118.22,54.0
114823453143,208674.0,233259113341.11,5.0,81.0,5.0,5.0,335663.0,30.33,1283.56,11.0
114823453341,16000.18,2746458853.06,1.0,97.0,19.0,4.0,681.0,40.0,1662.0,75.0
114823453346,143.67,30438.56,5.0,48.0,11.0,109.0,179.0,56.0,1632.67,510.0
114823453643,,,,,,,,,,
114823453646,85.0,1600.0,45.0,125.0,45.0,,,,,45.0
114823453845,33707.31,36189517431.44,1.0,148.0,35.0,1.0,21.0,61.33,3948.22,2799.0
114823453947,219.33,28733.56,95.0,104.0,459.0,95.0,,219.33,28733.56,95.0
114823467643,2241.0,14090512.5,15.0,8742.0,48.0,159.0,15.0,2983.0,16585094.0,15.0
114823467648,99.25,8801.19,29.0,31.0,258.0,29.0,79.0,106.0,11552.67,79.0
114823467847,6363.42,910037603.49,1.0,14.0,27.0,239401.0,278.0,79814.0,12734005312.67,27.0
114823469144,127.67,45309.39,1.0,17.0,791.0,72.0,213.0,293.33,124340.22,51.0
114823550741,23580.54,7383344070.82,6.0,84232.0,44.0,66.0,1346.0,28114.0,1574615042.67,232.0
114823550947,83.6,6829.84,2.0,146.0,211.0,2.0,57.0,119.67,7626.89,2.0
114823553044,8626.98,624749081.23,2.0,117.0,163.0,4.0,104444.0,94.67,4462.89,57.0
114823553646,91.5,5480.25,13.0,24.0,148.0,181.0,13.0,117.67,4568.22,13.0
114823567044,,,,,,,,,,
114823567341,1373.0,16221301.16,4.0,86.0,17.0,469.0,13.0,190.67,39528.22,28.0
114823567649,264.67,76240.89,44.0,654.0,44.0,96.0,,264.67,76240.89,96.0
114823569644,18212.74,1858625178.14,1.0,240.0,1.0,6.0,175326.0,82.33,12433.56,40.0
114823569843,51707.22,25326074108.87,1.0,54.0,375.0,4.0,166.0,144.33,27020.22,184.0
114823650441,161624.06,202241717756.41,3.0,198.0,159.0,6.0,60678.0,121.0,6866.0,81.0
114823650541,27664.23,11109741936.98,4.0,117.0,6.0,8.0,16.0,43.67,2689.56,61.0
114823650545,16636.62,2022338874.11,1.0,44.0,2.0,11.0,96272.0,19.0,326.0,26.0
114823653141,1149.38,3395398.98,6.0,45.0,611.0,37.0,20.0,231.0,72210.67,5108.0
114823653342,19738.58,7427609089.13,1.0,70.0,12.0,30.0,29129.0,37.33,587.56,71.0
114823653944,26217.71,15723535643.52,2.0,138.0,12.0,25.0,79.0,58.33,3201.56,46992.0
114823667148,39025.0,9078346100.31,3.0,211.0,138.0,3.0,3.0,117.33,7424.22,59359.0
114823667241,,,326.0,326.0,,,,,,326.0
114823667246,205.5,2550.25,155.0,155.0,256.0,,,,,256.0
114823667741,13913.88,1888677172.78,3.0,188.0,75.0,946.0,30675.0,403.0,149552.67,17.0
114823667849,70710.2,46670146485.46,4.0,87.0,157.0,26.0,23.0,90.0,2864.67,498.0
114823669140,45.25,1090.69,13.0,40.0,28.0,100.0,13.0,56.0,992.0,13.0
114823669142,469.2,822287.36,14.0,39.0,44.0,186.0,66.0,89.67,4644.22,26.0
114823669143,15538.69,3351090541.15,2.0,14.0,24.0,5.0,34.0,14.33,60.22,14.0
114823669644,19006.9,3592550780.36,5.0,19.0,492.0,18.0,15.0,176.33,49822.89,126.0
114823750446,307.0,83521.0,18.0,596.0,18.0,,,,,18.0
114823750743,5190.48,157123166.25,3.0,119.0,201.0,7.0,6.0,109.0,6322.67,16.0
114823753747,70.33,321.56,45.0,84.0,82.0,45.0,,70.33,321.56,45.0
114823753944,266.86,110450.69,7.0,234.0,529.0,7.0,78.0,256.67,45670.89,964.0
114823767448,493685.14,1378017882061.55,6.0,69.0,108.0,3241.0,6.0,1139.33,2208754.89,3368251.0
114823767449,43.4,404.64,26.0,78.0,26.0,33.0,54.0,45.67,530.89,26.0
114823769644,5252.4,106466086.64,27.0,278.0,27.0,25888.0,31.0,8731.0,147191824.67,38.0
114823769843,9370.89,1458220766.74,1.0,333.0,15.0,3956.0,11111.0,1434.67,3195414.89,420.0
114823853341,91.5,4471.58,31.0,137.0,63.0,31.0,40.0,77.0,1970.67,58.0
114823853540,157.88,160132.46,3.0,118.0,19.0,22.0,19.0,53.0,2114.0,43.0
114823853548,653.4,1511471.44,19.0,49.0,65.0,19.0,3112.0,44.33,363.56,22.0
114823853747,68590.62,56035323119.16,7.0,14.0,23.0,888604.0,37.0,296213.67,175463153526.89,16.0
114823853942,41298.13,8734403214.11,3.0,183.0,74.0,8.0,4446.0,88.33,5206.89,20.0
114823867049,105.67,649.56,70.0,119.0,128.0,70.0,,105.67,649.56,70.0
114823867142,54181.93,11416675123.49,2.0,66.0,12.0,70.0,123.0,49.33,699.56,59038.0
114823867343,6821.74,358663478.9,2.0,36.0,3.0,6.0,48206.0,15.0,222.0,46.0
114823867645,227.14,156026.12,2.0,48.0,101.0,135.0,1190.0,94.67,1281.56,2.0
114823867746,53826.67,14461265702.56,6.0,40.0,15.0,164.0,6.0,73.0,4244.67,10.0
114823867749,112.68,65783.05,1.0,129.0,61.0,257.0,1544.0,149.0,6602.67,265.0
114823867943,251.25,87792.69,60.0,91.0,764.0,90.0,60.0,315.0,100800.67,60.0
114823869141,40.67,860.22,2.0,73.0,47.0,2.0,,40.67,860.22,2.0
114823869645,6097.6,287651815.04,1.0,57.0,12.0,318.0,216.0,129.0,18198.0,15.0
114823869648,2091.64,33996015.5,31.0,176.0,52.0,108.0,137.0,112.0,2570.67,48.0
114823869842,69.5,756.25,42.0,97.0,42.0,,,,,42.0
114823869847,133.8,854.16,94.0,135.0,109.0,94.0,160.0,112.67,286.89,171.0
114823953142,21396.75,4653265441.69,4.0,34.0,68.0,5.0,16.0,35.67,662.89,39.0
114823953744,5077.45,436141697.96,1.0,95.0,19.0,160.0,66.0,91.33,3320.22,77.0
114823953747,25965.06,4890760354.43,11.0,149.0,11.0,297.0,252.0,152.33,13638.22,778.0
114823967149,390794.33,763294712165.89,11.0,11.0,43.0,35.0,2344374.0,29.67,184.89,14.0
114823967445,55.0,1089.0,22.0,88.0,22.0,,,,,22.0
114823967946,64854.64,75700051233.94,1.0,60.0,34.0,2.0,3.0,32.0,562.67,12.0
114823969144,23991.6,2727122921.04,2.0,47.0,149.0,2.0,48543.0,66.0,3782.0,20.0
114823969646,275.92,358533.99,1.0,60.0,108.0,90.0,51.0,86.0,392.0,15.0
114823969845,143.33,9030.22,18.0,164.0,248.0,18.0,,143.33,9030.22,18.0
114823969846,8551.6,532111344.11,3.0,85.0,18.0,359.0,4.0,154.0,21760.67,10.0
114824050041,5772.4,283013441.84,13.0,136.0,332.0,217.0,46.0,228.33,6466.89,123.0
114824050042,258082.67,252873419888.22,13.0,895.0,329.0,455.0,268.0,559.67,58870.22,83.0
114824050045,509851.0,4835409624889.91,4.0,143.0,239.0,4.0,10792715.0,128.67,9306.89,363.0
114824050047,80652.06,143980637356.71,3.0,35.0,29.0,46.0,277.0,36.67,49.56,24.0
114824050246,252.33,99369.56,20.0,39.0,20.0,698.0,,252.33,99369.56,698.0
114824050446,635557.0,2018921242228.67,49.0,170.0,102.0,49.0,54.0,107.0,2452.67,209.0
114824050741,57745.91,28937997426.95,3.0,24.0,26.0,7.0,432187.0,19.0,72.67,335.0
114824053049,20649.57,1799803551.1,8.0,564.0,8.0,20713.0,123102.0,7095.0,92776484.67,39.0
114824053248,72304.16,35588484202.13,2.0,34.0,3.0,31.0,90.0,22.67,194.89,10.0
114824067040,18495.89,1714893502.38,6.0,97.0,10.0,13.0,57.0,40.0,1626.0,75.0
114824067049,46629.37,38596729419.98,1.0,301.0,11.0,3.0,39.0,105.0,19218.67,27.0
114824067146,29414.62,11238077007.61,1.0,49.0,1.0,3214.0,19216.0,1088.0,2260322.0,55.0
114824067240,10904.5,3027646754.71,6.0,36.0,74.0,885.0,7371.0,331.67,153329.56,10.0
114824067347,999009.5,6983758446609.75,8.0,287.0,292.0,8.0,159.0,195.67,17613.56,15.0
114824067642,765.14,1428811.27,5.0,181.0,443.0,20.0,5.0,214.67,30388.22,3540.0
114824067646,3539.95,126369535.75,3.0,22.0,48811.0,309.0,15.0,16380.67,525876988.22,71.0
114824067846,70.5,42.25,64.0,64.0,77.0,,,,,77.0
114824067949,311254.09,1121327034751.45,1.0,436.0,1266.0,2.0,4833691.0,568.0,274994.67,1.0
114824069146,110783.2,29170094367.76,3.0,41.0,50.0,441008.0,3.0,147033.0,43210650326.0,112814.0
114824069640,60640.81,40799292549.71,2.0,181.0,298.0,5.0,218.0,161.33,14501.56,55.0
114824069642,296036.63,431829907266.13,8.0,211.0,22.0,117857.0,44.0,39363.33,3080633806.89,2352950.0
114824069648,683.5,939832.25,26.0,2355.0,79.0,274.0,26.0,902.67,1060973.56,26.0
114824150142,53247.75,19685739809.44,17.0,432.0,17.0,424462.0,35.0,141637.0,39995019016.67,97.0
114824150145,67178.42,37123980581.09,8.0,91.0,46.0,8.0,51.0,48.33,1150.89,103.0
114824150246,109175.11,22237520540.54,54.0,54.0,1003.0,8300.0,128696.0,3119.0,13571480.67,358941.0
114824150648,5479.38,120323922.98,2.0,90.0,1614.0,5.0,34056.0,569.67,546520.22,1094.0
114824150649,12715.81,706166823.77,1.0,53.0,22.0,2.0,54.0,25.67,440.22,2626.0
114824150749,14846.98,3413049478.29,1.0,5731.0,12.0,5.0,27744.0,1916.0,7277120.67,10.0
114824150847,6785.64,68182829.87,6.0,827.0,6.0,2576.0,7.0,1136.33,1148660.22,890.0
114824152345,,,,,,,,,,
114824152449,23344.42,4424115389.66,1.0,61.0,1.0,6.0,31191.0,22.67,738.89,60.0
114824152741,39656.27,15681818507.47,5.0,139.0,8.0,63.0,5.0,70.0,2884.67,120.0
114824152743,288.44,178831.58,22.0,31.0,179.0,1419.0,31.0,543.0,387338.67,36.0
114824153049,20465.77,1972784409.87,8.0,63.0,325.0,102538.0,446.0,34308.67,2327632404.22,4266.0
114824153147,33684.97,13286983070.69,7.0,11.0,97.0,7.0,61695.0,38.33,1723.56,12790.0
114824153247,1974.56,15077841.58,2.0,279.0,2.0,5344.0,116.0,1875.0,6029768.67,24.0
114824153248,17714.8,2802385584.56,6.0,341.0,48.0,138.0,53549.0,175.67,15017.56,32.0
114824153340,89.0,7812.25,2.0,24.0,2.0,3.0,52.0,9.67,102.89,93.0
114824153444,7559.8,477869445.16,12.0,36.0,303.0,655.0,84.0,331.33,64261.56,121.0
114824153649,31.67,626.89,12.0,16.0,67.0,12.0,,31.67,626.89,12.0
114824153844,207834.38,853162784937.57,22.0,22.0,55.0,6551.0,36.0,2209.33,9425216.22,28290.0
114824169848,48984.76,25633579162.06,1.0,31.0,26.0,2.0,20.0,19.67,160.22,14.0
114824250047,168490.07,338345676383.4,5.0,129.0,7.0,17.0,40779.0,51.0,3058.67,95.0
114824250243,20277.76,4283316964.06,16.0,39.0,125.0,60.0,247.0,74.67,1340.22,68000.0
114824250248,10658.43,669499832.82,8.0,77.0,8.0,74038.0,169.0,24707.67,1216741686.89,218.0
114824250341,64.25,1476.19,6.0,93.0,54.0,104.0,6.0,83.67,460.22,6.0
114824250442,245421.86,724714403506.3,4.0,154.0,206.0,4.0,18.0,121.33,7334.22,235.0
114824250449,90833.18,23648771671.09,7.0,165.0,117.0,361170.0,26.0,120484.0,28964875682.0,374.0
114824250542,25071.05,7043672099.35,1.0,75.0,78.0,8.0,20.0,53.67,1044.22,18.0
114824250747,80.67,3990.89,35.0,37.0,170.0,35.0,,80.67,3990.89,35.0
114824253042,56445.76,64378969202.74,5.0,48.0,1363.0,37.0,59.0,482.67,387513.56,102.0
114824253144,33866.13,16686653565.58,3.0,89.0,461.0,53478.0,39.0,18009.33,629036221.56,87.0
114824253248,36.0,578.67,10.0,30.0,68.0,10.0,,36.0,578.67,10.0
114824253647,108076.75,15320995318.19,173.0,341.0,301872.0,173.0,129921.0,100795.33,20215917642.89,129921.0
114824253749,200868.51,383436918365.74,3.0,1364.0,19.0,55.0,38.0,479.33,391533.56,153.0
114824253842,10593.2,448806199.96,14.0,17.0,51.0,565.0,115.0,211.0,62850.67,14.0
114824267042,37596.06,9332335346.93,2.0,274.0,214.0,833.0,396.0,440.33,77693.56,13.0
114824267044,106.5,1332.25,70.0,70.0,143.0,,,,,143.0
114824267045,67174.54,62317882401.75,1.0,59.0,95.0,1.0,151.0,51.67,1499.56,195.0
114824267240,2442.75,15149827.19,37.0,37.0,515.0,43.0,9176.0,198.33,50144.89,9176.0
114824267242,41758.76,21027270686.6,2.0,122.0,826.0,2.0,10.0,316.67,132110.22,647.0
114824267444,56045.38,29736164237.62,48.0,197.0,243.0,8237.0,21739.0,2892.33,14283083.56,1201.0
114824267445,21044.25,2600577262.0,1.0,121.0,52.0,1065.0,6.0,412.67,213562.89,22.0
114824267643,82086.33,112439054302.06,1.0,381.0,11.0,287298.0,7.0,95896.67,18317258017.56,4027.0
114824269140,19134.19,7068676474.05,2.0,10.0,21.0,14.0,14.0,15.0,20.67,67.0
114824269143,,,,,,,,,,
114824269644,95.33,12282.89,13.0,21.0,252.0,13.0,,95.33,12282.89,13.0
114824269841,106.5,19852.75,10.0,32.0,350.0,34.0,10.0,138.67,22331.56,10.0
114824269842,19446.1,8442247868.69,3.0,186.0,3.0,16.0,13620.0,68.33,6950.89,109.0
114824350440,447953.67,401293618864.22,9.0,26.0,9.0,1343826.0,,447953.67,401293618864.22,1343826.0
114824350541,105.5,4422.25,39.0,172.0,39.0,,,,,39.0
114824350645,880620.75,4209402808994.69,29.0,48.0,56.0,122.0,109.0,75.33,1099.56,6267294.0
114824350841,106154.69,62152547289.71,12.0,232.0,296.0,13.0,62301.0,180.33,14682.89,63.0
114824350946,90665.6,15024882131.04,9.0,132.0,9.0,143843.0,309087.0,47994.67,4593454022.89,257.0
114824352444,30948.33,4637371249.89,3.0,2340.0,29.0,96.0,3.0,821.67,1153416.22,13.0
114824352543,4093.06,5043647806.23,1.0,9.0,11.0,7.0,4.0,9.0,2.67,221.0
114824352944,324.93,191281.26,6.0,1179.0,81.0,477.0,14.0,579.0,206136.0,246.0
114824353042,662.33,367061.56,172.0,299.0,172.0,1516.0,,662.33,367061.56,1516.0
114824353141,16016.8,1347253292.86,1.0,211.0,6.0,60874.0,1.0,20363.67,820550557.56,328.0
114824353249,93488.83,32928963349.97,2.0,315.0,491.0,2.0,38.0,269.33,40896.22,1339.0
114824353443,2268.56,39103967.58,7.0,51.0,98.0,7.0,42.0,52.0,1380.67,33.0
114824353548,44783.76,14811920211.22,3.0,78.0,74.0,5.0,160.0,52.33,1122.89,13.0
114824353549,271995.53,498856737691.54,9.0,98.0,160.0,9.0,1214782.0,89.0,3840.67,405.0
114824353842,178.43,16372.24,40.0,40.0,77.0,91.0,387.0,69.33,462.89,82.0
114824367046,63170.14,35813798320.19,2.0,527.0,993.0,35.0,11.0,518.33,152998.22,17.0
114824367140,18285.43,6330614528.69,2.0,55.0,88.0,76.0,210961.0,73.0,186.0,148.0
114824367246,933.67,3390601.56,9.0,18.0,34.0,5036.0,48.0,1696.0,5577842.67,457.0
114824367544,24190.83,3732439942.61,2.0,57.0,20.0,16.0,40722.0,31.0,340.67,179.0
114824367547,20794.4,1612139497.84,2.0,170.0,2.0,101085.0,709.0,33752.33,2266848704.22,2006.0
114824367840,99943.72,156182960130.91,2.0,169.0,116.0,71.0,2.0,118.67,1604.22,16.0
114824367942,,,,,,,,,,
114824369140,30323.0,6379073700.0,4.0,89.0,35.0,73.0,4.0,65.67,512.89,24.0
114824369843,2251.45,129366938.76,2.0,11.0,446.0,19.0,1663.0,158.67,41290.89,8.0
114824450242,21207.88,1986533194.05,1.0,35.0,171.0,208973.0,94264.0,69726.33,9694820171.56,210.0
114824450542,214154.92,484371852212.24,2.0,38.0,33.0,38.0,2.0,36.33,5.56,81.0
114824450943,81455.41,54210376205.18,3.0,13.0,344.0,3.0,5089.0,120.0,25104.67,19.0
114824450949,90144.27,127264608053.67,1.0,98.0,122.0,5.0,246314.0,75.0,2546.0,95899.0
114824453141,3248.33,20190926.89,64.0,9603.0,64.0,78.0,,3248.33,20190926.89,78.0
114824453643,66.86,16678.12,3.0,50.0,7.0,6.0,381.0,21.0,420.67,16.0
114824467040,350134.5,367422670991.25,50.0,383.0,50.0,81.0,1400024.0,171.33,22561.56,1400024.0
114824467444,93993.21,108337731382.54,2.0,1148279.0,15.0,374.0,2.0,382889.33,292910692400.22,426.0
114824467749,68230.21,135008377555.88,1.0,76.0,52.0,163.0,210.0,97.0,2274.0,1482.0
114824467847,67219.11,21400191019.25,2.0,189.0,55.0,3.0,88274.0,82.33,6139.56,155.0
114824469142,64550.75,12364484843.19,135.0,700.0,221.0,135.0,257147.0,352.0,61784.67,257147.0
114824469148,81914.0,26875538591.0,8.0,23.0,348.0,47.0,13.0,139.33,21866.89,15.0
114824469647,13971.15,487623486.59,8.0,890.0,44.0,8.0,1319.0,314.0,166104.0,1334.0
114824469840,86054.14,85817896301.76,1.0,91.0,47.0,2284055.0,14070.0,761397.67,1159242677699.56,7.0
114824469846,40000.71,3788404170.49,7.0,50.0,7.0,177883.0,13937.0,59313.33,7029383234.89,75685.0
114824550544,44.4,4008.24,1.0,48.0,1.0,6.0,166.0,18.33,444.22,1.0
114824553147,162.0,19301.5,28.0,107.0,395.0,28.0,118.0,176.67,24874.89,118.0
114824553246,128.5,506.25,106.0,151.0,106.0,,,,,106.0
114824553542,24902.44,5731864672.89,5.0,41.0,9.0,299667.0,37.0,99905.67,19952295318.22,362.0
114824553543,73999.09,144225806714.58,5.0,26.0,5.0,143.0,60.0,58.0,3686.0,324.0
114824553747,106670.93,12308871015.35,27.0,32.0,3644.0,197915.0,211926.0,67197.0,8545772186.0,230167.0
114824553944,753726.0,1104423107893.5,32.0,150.0,32.0,2543177.0,471545.0,847786.33,1437174758630.89,471545.0
114824567040,235047.71,963038830054.2,5.0,24.0,34.0,118.0,70759.0,58.67,1776.89,78244.0
114824567740,223939.12,623246776456.56,1.0,49.0,74.0,15.0,9256.0,46.0,584.67,59.0
114824567743,67106.93,33123547777.26,1.0,49.0,33.0,6128.0,521654.0,2070.0,8233724.67,103.0
114824569148,30612.91,4456050852.26,9.0,246.0,21.0,9.0,205471.0,92.0,11882.0,13.0
114824569644,78334.79,18081134345.96,1.0,103418.0,498796.0,104099.0,1.0,235437.67,34678883161.56,102349.0
114824650346,72210.79,64274678451.1,3.0,10.0,72.0,52.0,81.0,44.67,667.56,39.0
114824650348,3461.67,123989348.39,1.0,17.0,40387.0,1.0,159.0,13468.33,362307350.22,697.0
114824650442,409298.0,542353364433.11,5.0,1182578.0,2442540.0,567413.0,1408943.0,1397510.33,609114831644.22,70.0
114824650444,86197.26,76434786117.85,1.0,26.0,37.0,338.0,64.0,133.67,20896.22,111.0
114824650540,7605.92,506746490.91,4.0,4.0,15.0,4.0,4.0,7.67,26.89,81775.0
114824650747,5404.33,143174750.89,1.0,97.0,1.0,106.0,32160.0,68.0,2258.0,56.0
114824650940,37.4,808.24,1.0,38.0,1.0,62.0,11.0,33.67,629.56,75.0
114824653043,4708.42,212709323.93,2.0,616.0,3249.0,27.0,2.0,1297.33,1962321.56,13.0
114824653144,37554.0,7823529020.0,13.0,3610.0,82.0,94.0,62.0,1262.0,2756576.0,44.0
114824653240,775955.33,5880920099530.39,9.0,35.0,144.0,13270.0,9.0,4483.0,38607664.67,8810776.0
114824653241,6730.68,313728631.66,1.0,147.0,1.0,8.0,120.0,52.0,4520.67,137.0
114824653245,130726.0,83266464095.28,7.0,94.0,316.0,11.0,155542.0,140.33,16577.56,924080.0
114824653340,20889.19,6139150718.81,2.0,16.0,978.0,63251.0,434.0,21415.0,875279688.67,10.0
114824653343,3436.54,186187560.33,2.0,251.0,15.0,10559.0,70836.0,3608.33,24165166.22,1568.0
114824653347,11782.72,1955352951.81,4.0,184.0,59.0,64068.0,62.0,21437.0,908703684.67,73.0
114824653544,43.17,1879.14,1.0,32.0,39.0,1.0,18.0,24.0,272.67,33.0
114824653549,,,,,,,,,,
114824653940,126303.62,105009091078.39,3.0,56.0,3.0,13.0,6744.0,24.0,528.67,17220.0
114824653949,6762.92,311685381.3,3.0,226.0,308.0,5441.0,155.0,1991.67,5950070.89,89.0
114824667040,25690.0,5683690811.0,3.0,16.0,6.0,9651.0,28450.0,3224.33,20651038.89,4776.0
114824667349,109322.0,86072408265.2,5.0,101.0,182.0,6.0,14.0,96.33,5173.56,12.0
114824667448,747888.5,5638696087261.39,11.0,144.0,52.0,401.0,61202.0,199.0,21812.67,9247574.0
114824667840,32670.8,24447996414.37,1.0,116.0,119.0,25.0,181.0,86.67,1902.89,75.0
114824669843,1769.6,11901051.84,27.0,30.0,29.0,8669.0,93.0,2909.33,16586880.22,27.0
114824669847,5379.87,178738204.12,4.0,61.0,37.0,27.0,46641.0,41.67,203.56,30.0
114824750141,116345.53,94115584126.29,2.0,40.0,4.0,12.0,21.0,18.67,238.22,141957.0
114824750148,84.0,2580.67,14.0,105.0,133.0,14.0,,84.0,2580.67,14.0
114824750248,194148.67,58305612902.89,8043.0,535157.0,8043.0,39246.0,,194148.67,58305612902.89,39246.0
114824750440,17991.83,6471424734.6,2.0,119.0,114.0,7.0,9195.0,80.0,2668.67,26.0
114824750644,11488.0,609808175.45,42.0,126.0,838.0,493.0,52.0,485.67,84517.56,58.0
114824750647,45820.57,12415857537.67,34.0,73.0,34.0,318756.0,38.0,106287.67,22571396588.22,1489.0
114824750749,470951.23,1256426872505.41,8.0,160.0,35.0,22.0,180808.0,72.33,3870.89,4290860.0
114824750844,73236.71,23003043931.54,3.0,78.0,73.0,5.0,157846.0,52.0,1108.67,392564.0
114824750943,26727.2,6429090970.1,2.0,9.0,189.0,58.0,29963.0,85.33,5773.56,47.0
114824753243,,,,,,,,,,
114824753345,96848.9,157926777347.4,6.0,33.0,157.0,286.0,23.0,158.67,10669.56,121.0
114824753443,40081.38,9189577472.46,1.0,184.0,65.0,24.0,78420.0,91.0,4604.67,81.0
114824767049,4853.0,45477212.67,78.0,78.0,91.0,14390.0,,4853.0,45477212.67,14390.0
114824767140,5972.6,140807559.44,9.0,88.0,9.0,29705.0,51.0,9934.0,195447260.67,10.0
114824767347,128731.07,171393071036.06,1.0,452.0,41.0,320.0,62.0,271.0,29354.0,86.0
114824767642,28270.9,15053610125.86,1.0,765471.0,60919.0,545064.0,4706.0,457151.33,86596571930.89,14.0
114824767841,1136505.2,8575067741732.36,7.0,155.0,7.0,175721.0,47.0,58627.67,6855428006.22,109.0
114824769142,169526.8,257722492067.56,5.0,21.0,5.0,2089.0,162.0,705.0,957770.67,1692517.0
114824769146,538300.15,5037718134540.23,1.0,127.0,40.0,59.0,79.0,75.33,1394.89,113.0
114824850046,164.0,2809.0,111.0,217.0,111.0,,,,,111.0
114824850544,1295544.21,14356031687936.31,2.0,96.0,88.0,6.0,132.0,63.33,1654.22,18.0
114824850547,37168.0,4945674086.92,4.0,450.0,4.0,5.0,121779.0,153.0,44104.67,197.0
114824850945,140677.54,155839807740.58,1.0,1152.0,1.0,63.0,2292.0,405.33,279396.22,111.0
114824853147,2899.73,66434442.22,1.0,7.0,26.0,6.0,31282.0,13.0,84.67,110.0
114824853242,649.0,297025.0,104.0,1194.0,104.0,,,,,104.0
114824853248,104791.0,30384141947.5,9.0,107.0,406578.0,9.0,12470.0,135564.67,36724115022.89,12470.0
114824853349,71456.32,56122613599.22,1.0,259.0,31.0,19.0,306747.0,103.0,12192.0,184.0
114824853641,31399.65,7879806459.58,5.0,91.0,6.0,164967.0,22.0,55021.33,6044026013.56,13.0
114824853644,753240.21,7372333629715.45,14.0,101.0,101.0,32.0,14.0,78.0,1058.0,366.0
114824867045,68983.13,63690781483.72,4.0,4.0,272.0,108.0,51.0,128.0,12170.67,6250.0
114824867349,683003.6,1907321285814.44,8.0,230.0,131.0,52.0,3872344.0,137.67,5302.89,121.0
114824869143,39541.14,6475387500.98,14.0,101.0,14.0,43264.0,74.0,14459.67,414846070.89,25.0
114824869640,657.86,2570074.5,1.0,252.0,2259.0,36.0,78.0,849.0,1001826.0,14.0
114824869848,123695.78,147973642441.34,3.0,1887474.0,37.0,29.0,22.0,629180.0,791651895228.67,164.0
114824950244,157.33,33204.22,25.0,32.0,415.0,25.0,,157.33,33204.22,25.0
114824950548,321048.76,1098790447233.12,13.0,156.0,84.0,157.0,14.0,132.33,1168.22,89.0
114824950845,215075.83,524827718799.01,2.0,137.0,3592.0,15.0,9025.0,1248.0,2749648.67,17.0
114824952342,,,109.0,109.0,,,,,,109.0
