userid,actionType1,actionType2,actionType3,actionType4,actionType5,actionType6,actionType7,actionType8,actionType9,user_purchase_orderType01_times,if_exist_rate_largerthan_2,user_click_num,user_click_rate,user_purchase_num,user_open_app_num,user_purchase_rate,user_orderType0_rate_largerthan_2,actionType234_after_submit_last_order,tages_num,keywords_num,browse_product_num_by_day,firstType,daoshuType1,daoshuType2,daoshuType3,to_closest_1_time,to_closest_2_time,to_closest_2_time_interval_mean,to_closest_2_time_interval_min,to_closest_3_dist,to_closest_3_time,to_closest_3_time_interval_mean,to_closest_3_time_interval_min,to_closest_4_time,to_closest_4_time_interval_min,to_closest_5_time,to_closest_5_dist,to_closest_5_time_interval_mean,to_closest_5_time_interval_min,to_closest_5_time_interval_max,to_closest_5_time_interval_var,to_closest_6_time,to_closest_6_time_interval_mean,to_closest_6_time_interval_min,to_closest_6_time_interval_max,to_closest_6_time_interval_var,to_closest_7_time,to_closest_7_time_interval_mean,to_closest_7_time_interval_min,to_closest_7_time_interval_max,to_closest_7_time_interval_var,to_closest_8_dist,to_closest_8_time,to_closest_8_time_interval_mean,to_closest_8_time_interval_min,to_closest_8_time_interval_var,to_closest_9_time,to_closest_9_time_interval_mean,to_closest_9_time_interval_var,to_closest_9_time_interval_mean_multi_var,interval_mean,interval_var,interval_min,interval_lastvale1,interval_lastvale2,interval_lastvale3,interval_lasetvale4,interval_last3_mean,interval_last3_var,first_interval
114820153446,26,0,0,0,21,4,3,13,10,,,77,2.32,10.0,26.0,38.46,,,,,0.66,1,1,9.0,9.0,0.0,,,,,,,,,,102776.0,15.0,6851.73,4.0,70655.0,308542709.8,102719.0,7337.07,4.0,70655.0,327048178.78,102693.0,7899.46,4.0,70655.0,347777774.09,2.0,70676.0,35338.0,21.0,1247290489.0,70655.0,70655.0,0.0,4992129025.0,25360.74,7871550705.8,2,70655,21,17,12075,23564.33,1108765446.22,58108
114820167245,1,0,0,0,1,1,0,0,0,,,3,0.09,0.0,1.0,0.0,,,,,0.67,1,6,5.0,5.0,522.0,,,,,,,,,,296.0,1.0,296.0,296.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,261.0,1225.0,226,296,226,0,0,174.0,15954.67,226
114820167542,1,0,0,0,2,1,1,0,0,,,5,0.15,0.0,1.0,0.0,,,,,0.8,5,7,6.0,6.0,140.0,,,,,,,,,,129.0,2.0,64.5,19.0,110.0,2070.25,19.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,3421.0,34159888.5,11,19,110,11,13544,46.67,2016.22,13544
114820169848,2,0,0,0,13,5,0,0,0,,,20,0.6,0.0,2.0,0.0,,,,,0.9,1,6,6.0,6.0,2621.0,,,,,,,,,,169.0,4.0,42.25,18.0,93.0,939.19,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,169.74,85765.14,4,40,18,18,93,25.33,107.56,230
114820253040,1,0,0,0,1,2,0,0,0,,,4,0.12,0.0,1.0,0.0,,,,,0.75,1,6,6.0,6.0,455.0,,,,,,,,,,438.0,2.0,219.0,47.0,391.0,29584.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,151.67,28790.22,17,47,391,17,0,151.67,28790.22,17
114820253244,13,2,8,2,14,9,0,0,0,,,48,1.45,0.0,13.0,0.0,,,,,0.73,5,1,1.0,1.0,0.0,4234688.0,2117344.0,890407.0,5.0,4234746.0,846949.2,18.0,4234708.0,20.0,9156582.0,21.0,436027.71,14.0,3344281.0,766869609093.0,9156547.0,457827.35,14.0,3344281.0,795233383084.0,,,,,,,,,,,,,,,228399.79,396344169800.81,8,3344281,890407,20,20,1411569.33,1999818694862.89,531
114820253641,12,0,0,0,6,4,1,1,1,2.0,,25,0.75,1.0,12.0,8.33,,0.0,,,0.52,1,6,5.0,5.0,362.0,,,,,,,,,,29.0,1.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,64693.0,12938.6,7.0,62131.0,605634295.44,18.0,6466337.0,359240.94,4.0,1109442886920.0,6466328.0,380372.24,1166666667060.0,144683040963.0,272983.21,854652201478.92,4,29,7,326,62131,120.67,21161.56,88
114820253645,6,0,0,0,11,3,0,0,0,,,20,0.6,0.0,6.0,0.0,,,,,0.7,1,6,5.0,5.0,89.0,,,,,,,,,,81.0,1.0,81.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,251666.89,647895183933.88,2,81,8,32680,2,10923.0,236684412.67,38
114820253740,3,0,0,0,10,8,0,0,0,1.0,,21,0.63,0.0,3.0,0.0,1.0,0.0,10.0,3.0,0.86,1,6,5.0,5.0,1911.0,,,,,,,,,,466.0,1.0,466.0,466.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,12445.9,1403769436.79,4,466,417,38,550,307.0,36580.67,28
114820267148,7,0,0,0,2,3,1,0,0,,,13,0.39,0.0,7.0,0.0,,,,,0.46,1,7,6.0,6.0,4138.0,,,,,,,,,,4113.0,4.0,1028.25,43.0,3887.0,2724732.69,72.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,655485.75,1639194436252.19,25,72,3887,43,111,1334.0,3259044.67,1610051
114820267346,2,0,0,0,3,3,0,0,0,,,8,0.24,0.0,2.0,0.0,,,,,0.75,1,6,5.0,5.0,15348.0,,,,,,,,,,7.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,50295.29,8269012460.49,7,7,65,10,15266,27.33,710.89,264979
114820267445,9,4,0,0,7,3,3,0,0,2.0,,26,0.79,0.0,9.0,0.0,,2.0,,,0.65,1,7,6.0,6.0,700.0,302.0,100.67,14.0,,,,,,,133.0,2.0,66.5,14.0,119.0,2756.25,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,231643.72,604136916357.88,2,14,119,169,56,100.67,4172.22,7
114820267941,2,0,0,0,3,1,0,0,0,,,6,0.18,0.0,2.0,0.0,,,,,0.67,1,6,5.0,5.0,445.0,,,,,,,,,,187.0,1.0,187.0,187.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2553.0,23541665.2,41,187,41,217,12256,148.33,5910.22,64
114820350047,67,5,10,3,56,42,3,1,1,2.0,,188,5.68,1.0,67.0,1.49,1.0,0.0,4.0,0.0,0.64,1,7,6.0,6.0,1103.0,695949.0,15817.02,6.0,9.0,17912.0,1990.22,17.0,398900.0,6.0,229.0,2.0,114.5,30.0,199.0,7140.25,199.0,199.0,199.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1082902.0,15694.23,6.0,2016408756.93,1082890.0,15924.85,2042391987.92,253600847.523,18536.2,3079173658.94,2,199,30,302,17,177.0,12572.67,6991
114820353242,10,3,3,0,15,8,1,0,0,1.0,,40,1.21,0.0,10.0,0.0,1.0,4.0,4.0,0.0,0.75,1,6,6.0,6.0,429.0,292.0,97.33,30.0,4.0,324.0,81.0,30.0,,,262.0,2.0,131.0,82.0,180.0,2401.0,0.0,0.0,0.0,0.0,0.0,40831.0,2268.39,7.0,23332.0,33445186.9,,,,,,,,,,86894.31,273354039568.67,2,82,180,30,32,97.33,3867.56,38
114820353646,2,0,0,0,4,2,0,0,0,,,8,0.24,0.0,2.0,0.0,,,,,0.75,1,6,5.0,5.0,214.0,,,,,,,,,,35.0,1.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1419.86,11206003.55,3,35,39,137,3,70.33,2224.89,82
114820353944,13,0,0,1,20,7,2,3,2,4.0,,48,1.45,2.0,13.0,15.38,1.0,0.0,9.0,0.0,0.73,1,7,6.0,6.0,41858.0,,,,,,,,134902.0,40.0,96.0,2.0,48.0,44.0,52.0,16.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2012688.0,91485.82,11.0,34292732794.2,2012677.0,95841.76,35508286664.4,9185642959.9,44292.36,18083742187.64,2,52,44,40,91,45.33,24.89,315
114820367244,3,0,0,0,6,1,0,0,0,,,10,0.3,0.0,3.0,0.0,,,,,0.7,1,6,5.0,5.0,692647.0,,,,,,,,,,50.0,1.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,76981.33,47352672893.56,5,50,692466,33,11,230849.67,106544819648.22,70
114820367747,6,0,0,0,8,4,0,2,2,,,22,0.66,2.0,6.0,33.33,,,,,0.73,1,1,9.0,9.0,0.0,,,,,,,,,,451622.0,4.0,112905.5,42.0,451299.0,38170055309.2,451580.0,150526.67,128.0,451299.0,45231998353.6,,,,,,2.0,451427.0,225713.5,128.0,50888817810.2,451299.0,451299.0,0.0,203670787401.0,38666.52,10075318799.58,5,451299,128,153,42,150526.67,45231998353.56,17
114820450447,9,0,0,0,13,12,0,3,3,3.0,,40,1.21,3.0,9.0,33.33,,0.0,,,0.78,1,6,5.0,5.0,305.0,,,,,,,,,,290.0,1.0,290.0,290.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11.0,192955.0,17541.36,4.0,1076002022.23,192947.0,19294.7,1149786152.01,372285448.09,9064.49,562268974.3,2,290,4,11,14301,101.67,17742.89,11
114820450741,13,1,2,0,17,11,1,0,0,1.0,,45,1.36,0.0,13.0,0.0,1.0,2.0,5.0,12.0,0.71,5,6,5.0,5.0,96.0,754086.0,26931.64,1.0,11.0,81897.0,7445.18,3.0,,,34.0,1.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,85405.0,5693.67,3.0,25157.0,75251296.49,,,,,,,,,,28937.82,13532083016.79,1,34,59,3,1177,32.0,524.67,57
114820453243,16,0,0,0,15,15,0,0,0,,,46,1.39,0.0,16.0,0.0,,,,,0.65,5,6,5.0,5.0,356.0,,,,,,,,,,25.0,1.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,4006.38,457968301.75,11,25,331,1092,118,482.67,201249.56,279
114820453646,9,8,1,0,9,7,1,0,0,1.0,,35,1.06,0.0,9.0,0.0,,2.0,,,0.74,1,6,5.0,5.0,10053.0,21.0,10.5,7.0,3.0,5615.0,1871.67,7.0,,,14.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9532.0,2383.0,7.0,5594.0,5980303.5,,,,,,,,,,106167.26,172200195265.78,2,14,7,5594,3917,1871.67,6927890.89,147638
114820467240,3,0,0,0,6,1,0,1,1,,,12,0.36,1.0,3.0,33.33,,,,,0.75,1,5,5.0,5.0,779192.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,779003.0,194750.75,4.0,778977.0,113773437076.0,,,,,,3.0,778999.0,259666.33,8.0,134841784263.0,778991.0,389495.5,151695838842.0,151706744520.0,77188.91,49624996560.99,4,778977,14,8,4,259666.33,134841784262.89,50
114820467446,8,3,0,0,6,3,1,1,1,,,23,0.69,1.0,8.0,12.5,,,,,0.65,1,9,8.0,8.0,1529.0,3715998.0,337818.0,7.0,,,,,,,1520.0,5.0,304.0,10.0,774.0,91092.8,198.0,66.0,10.0,108.0,1698.67,90.0,45.0,10.0,80.0,1225.0,1.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,299974.32,557780477338.13,7,80,10,108,774,66.0,1698.67,21
114820469146,1,0,0,0,4,3,0,0,0,,,8,0.24,0.0,1.0,0.0,,,,,0.88,1,6,5.0,5.0,577.0,,,,,,,,,,38.0,1.0,38.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,82.43,3980.82,31,38,230,31,65,99.67,8501.56,74
114820550547,13,0,1,3,33,3,2,2,2,1.0,,59,1.78,2.0,13.0,15.38,,4.0,,,0.78,1,7,6.0,6.0,1394.0,,,,20.0,689243.0,34462.15,2.0,688293.0,2.0,153.0,2.0,76.5,48.0,105.0,812.25,48.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,690415.0,31382.5,2.0,9345270789.7,690402.0,32876.29,9741192977.73,1080850444.16,92665.59,110926954773.21,1,48,105,1231,10,461.33,296734.89,100
114820550549,1,0,0,0,14,4,0,0,0,,,19,0.57,0.0,1.0,0.0,,,,,0.95,5,6,5.0,5.0,467.0,,,,,,,,,,309.0,1.0,309.0,309.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1731.44,46829624.36,3,309,158,29945,78,10137.33,196175629.56,46
114820553849,0,0,0,0,2,3,0,0,0,,,5,0.15,0.0,0.0,0.0,,,,,1.0,5,6,5.0,5.0,,,,,,,,,,,80.0,1.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,229.5,22510.25,79,80,384,375,79,279.67,19946.89,79
114820567743,1,0,0,0,2,2,0,0,0,,,5,0.15,0.0,1.0,0.0,,,,,0.8,1,6,6.0,6.0,1081.0,,,,,,,,,,1035.0,2.0,517.5,52.0,983.0,216690.25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,270.25,169549.69,11,52,983,35,11,356.67,196194.89,11
114820567940,28,0,0,0,27,6,1,2,2,2.0,,66,1.99,2.0,28.0,7.14,1.0,0.0,0.0,7.0,0.58,1,7,6.0,6.0,15393.0,,,,,,,,,,695.0,2.0,347.5,45.0,650.0,91506.25,650.0,650.0,650.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,570552.0,30029.05,4.0,4750267060.89,570530.0,31696.11,4961368190.99,1004643389.13,31821.43,12062399545.54,2,650,45,4,4,233.0,87224.67,37
114820650246,24,16,49,5,51,25,1,2,2,3.0,,175,5.28,2.0,24.0,8.33,,14.0,0.0,5.0,0.86,1,5,4.0,4.0,1551.0,64.0,32.0,10.0,4.0,767.0,191.75,2.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,14251.0,838.29,2.0,12542.0,8597213.5,14093.0,880.81,2.0,12542.0,9103806.53,118.0,2234638.0,18937.61,2.0,6923000863.31,2234628.0,19099.38,6979083636.24,364786316.384,20735.9,7367229317.26,2,54,10,2,701,22.0,522.67,21
114820667941,2,0,0,0,2,1,0,0,0,,,5,0.15,0.0,2.0,0.0,,,,,0.6,1,6,5.0,5.0,386.0,,,,,,,,,,61.0,1.0,61.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,11793.0,408184613.5,2,61,2,323,46786,128.67,19462.89,46786
114820750140,30,0,0,0,27,13,2,4,4,1.0,,80,2.42,4.0,30.0,13.33,,0.0,,,0.62,1,7,6.0,6.0,4164960.0,,,,,,,,,,1515.0,3.0,505.0,43.0,1111.0,200472.0,43.0,43.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4571874.0,304791.6,37.0,955948877440.0,4571837.0,326559.79,1017123131470.0,106641296445.0,87949.0,199389874745.14,2,43,1111,361,48,505.0,200472.0,152
114820752042,11,1,8,0,17,3,2,1,1,1.0,,44,1.33,1.0,11.0,9.09,,8.0,,,0.75,1,7,6.0,6.0,1101.0,7730048.0,193251.2,2.0,6.0,985.0,164.17,2.0,,,57.0,2.0,28.5,28.0,29.0,0.25,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,206800.0,12164.71,2.0,541858219.27,206754.0,12922.13,565971734.73,166981443.73700002,230688.35,483081373429.85,2,28,29,246,2,101.0,10512.67,262
114820752146,2,0,0,0,2,1,0,0,0,,,5,0.15,0.0,2.0,0.0,,,,,0.6,1,6,5.0,5.0,58.0,,,,,,,,,,18.0,1.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,140971.25,59558362298.69,18,18,40,563671,156,187909.67,70598289894.89,156
114820752442,3,0,0,0,4,2,1,0,0,,,10,0.3,0.0,3.0,0.0,,,,,0.7,1,7,6.0,6.0,786.0,,,,,,,,,,774.0,2.0,387.0,227.0,547.0,25600.0,227.0,227.0,227.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,349241.78,455372360977.51,12,227,547,12,1931229,262.0,48316.67,1210964
114820752547,30,6,4,3,37,32,2,3,0,,,117,3.53,0.0,30.0,0.0,,,,,0.74,1,2,1.0,1.0,48.0,0.0,0.0,0.0,8.0,508367.0,63545.88,6.0,2077433.0,6.0,508174.0,4.0,127043.5,48.0,508003.0,48376713605.2,508120.0,169373.33,48.0,508003.0,57335025646.9,509275.0,46297.73,6.0,508003.0,21317226680.0,2.0,508051.0,254025.5,48.0,64504570506.2,,,,,62385.05,42711578412.67,1,48,508003,69,54,169373.33,57335025646.89,278
114820752948,1,0,0,0,1,2,0,0,0,,,4,0.12,0.0,1.0,0.0,,,,,0.75,1,6,6.0,6.0,218.0,,,,,,,,,,179.0,2.0,89.5,55.0,124.0,1190.25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,72.67,1360.22,39,55,124,39,0,72.67,1360.22,39
114820755347,3,0,0,0,3,2,0,0,0,,,8,0.24,0.0,3.0,0.0,,,,,0.62,1,6,5.0,5.0,153.0,,,,,,,,,,133.0,1.0,133.0,133.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,301747.43,234138918826.53,20,133,20,903777,105,301310.0,181483245172.67,53
114820755747,3,0,0,0,6,3,0,0,0,,,12,0.36,0.0,3.0,0.0,,,,,0.75,1,6,5.0,5.0,2200.0,,,,,,,,,,64.0,1.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,106827.82,96408952998.69,8,64,47,106,152,72.33,614.89,1085559
114820756141,13,0,0,0,17,2,0,0,0,,,32,0.97,0.0,13.0,0.0,,,,,0.59,1,6,5.0,5.0,136.0,,,,,,,,,,20.0,1.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,26550.39,3736782940.3,2,20,116,124,167,86.67,2232.89,21
114820756544,4,0,0,0,5,1,0,0,0,,,10,0.3,0.0,4.0,0.0,,,,,0.6,1,6,5.0,5.0,174.0,,,,,,,,,,138.0,1.0,138.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,28439.0,6134574136.44,3,138,25,11,249916,58.0,3232.67,164
114820756840,2,0,0,0,4,3,0,0,0,1.0,,9,0.27,0.0,2.0,0.0,,0.0,,,0.78,1,6,5.0,5.0,462.0,,,,,,,,,,124.0,1.0,124.0,124.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,745.12,2954835.61,9,124,338,5285,17,1915.67,5683836.22,12
114820758947,3,0,0,0,3,3,1,0,0,,,10,0.3,0.0,3.0,0.0,,,,,0.7,1,7,6.0,6.0,503.0,,,,,,,,,,492.0,4.0,123.0,55.0,205.0,4374.0,61.0,61.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,293368.78,664549228477.06,11,61,171,55,205,95.67,2843.56,58
114820767942,15,0,1,0,29,16,1,3,3,2.0,,68,2.05,3.0,15.0,20.0,,1.0,,,0.78,1,6,5.0,5.0,11061.0,,,,14.0,292458.0,20889.86,7.0,,,130.0,1.0,130.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,295585.0,15557.11,5.0,236142.0,2788575786.73,11.0,289111.0,26282.82,7.0,4542856196.69,289099.0,28909.9,4921224668.69,835782318.01,44490.55,28284043193.11,2,130,4613,23,77,1588.67,4575204.22,2543
114820769844,17,0,0,0,26,11,0,0,0,,,54,1.63,0.0,17.0,0.0,,,,,0.69,1,5,5.0,5.0,247.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,72003.0,24001.0,19.0,71756.0,1140277292.67,,,,,,,,,,,,,,,16990.55,925825320.36,1,228,19,71756,9,24001.0,1140277292.67,2249
114820853742,9,0,0,0,10,3,0,1,1,1.0,,24,0.72,1.0,9.0,11.11,,0.0,,,0.62,1,6,5.0,5.0,7817.0,,,,,,,,,,66.0,1.0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,13.0,516202.0,39707.85,1.0,7413486430.44,516192.0,43016.0,7889006502.0,1850376256.0,68124.52,15382326815.55,1,66,3,9,1,26.0,806.0,62661
114820853749,21,0,0,0,6,2,0,0,0,,,29,0.88,0.0,21.0,0.0,,,,,0.28,1,6,6.0,6.0,409.0,,,,,,,,,,377.0,2.0,188.5,121.0,256.0,4556.25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,157047.18,135788790654.79,2,121,256,2,3,126.33,10766.89,15304
114820953043,8,0,0,0,14,11,0,1,1,1.0,,35,1.06,1.0,8.0,12.5,,0.0,,,0.77,1,6,5.0,5.0,52447.0,,,,,,,,,,81.0,1.0,81.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19.0,1122429.0,59075.21,4.0,21953976028.3,1122423.0,62356.83,22969029446.5,3888374247.65,37610.15,13510106429.36,4,81,52366,622664,8,225037.0,79509235768.67,67
114820953540,38,2,23,30,59,17,1,3,3,,,176,5.31,3.0,38.0,7.89,,,,,0.78,1,6,5.0,5.0,476.0,14.0,7.0,4.0,7.0,562479.0,80354.14,4.0,4220095.0,3.0,10.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,13.0,4.0,25.0,78.0,18.0,1213285.0,67404.72,4.0,24700017241.3,1213273.0,71369.0,25870080462.6,5093534161.0,53055.23,34131303236.12,1,10,4,25,325,13.0,78.0,167
114820967044,1,0,0,0,3,5,0,0,0,,,9,0.27,0.0,1.0,0.0,,,,,0.89,1,6,6.0,6.0,5333.0,,,,,,,,,,768.0,5.0,153.6,14.0,541.0,41573.84,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,666.62,2136976.98,2,180,14,14,19,69.33,6123.56,55
114820969144,1,0,0,0,3,2,0,0,0,,,6,0.18,0.0,1.0,0.0,,,,,0.83,1,6,5.0,5.0,1764.0,,,,,,,,,,57.0,1.0,57.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,352.8,155028.16,51,57,70,1047,539,391.33,214977.56,51
114821050040,11,1,2,0,11,3,2,1,1,1.0,,32,0.97,1.0,11.0,9.09,1.0,1.0,3.0,0.0,0.66,1,7,6.0,6.0,1149.0,1602943.0,133578.58,14.0,24.0,1637566.0,68231.92,7.0,,,1066.0,2.0,533.0,126.0,940.0,165649.0,126.0,126.0,126.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1635354.0,81767.7,8.0,70479958220.0,1635339.0,86070.47,73819152477.7,7408125806.02,52842.97,46992178688.81,5,126,940,83,13648,383.0,155432.67,105
114821069645,6,3,9,17,12,0,2,1,1,1.0,,51,1.54,1.0,6.0,16.67,,16.0,,,0.88,5,7,5.0,5.0,940.0,927.0,77.25,11.0,3.0,177.0,59.0,14.0,163.0,15.0,148.0,1.0,148.0,148.0,148.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,25.0,311516.0,12460.64,11.0,1057006501.27,311503.0,12979.29,1094323450.04,168461968.90399998,405906.08,4750390234302.51,2,148,15,14,70,59.0,3960.67,856282
114821153043,1,0,0,0,1,2,0,0,0,,,4,0.12,0.0,1.0,0.0,,,,,0.75,1,6,6.0,6.0,197.0,,,,,,,,,,184.0,2.0,92.0,29.0,155.0,3969.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,65.67,4032.89,13,29,155,13,0,65.67,4032.89,13
114821250542,1,2,0,2,2,1,0,0,0,,,8,0.24,0.0,1.0,0.0,,,,,0.88,1,6,5.0,5.0,439.0,289.0,72.25,6.0,,,,,270.0,6.0,204.0,1.0,204.0,204.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,62.71,4146.78,6,204,6,60,19,90.0,6984.0,51
114821250948,8,3,1,1,13,6,1,0,0,1.0,,33,1.0,0.0,8.0,0.0,,1.0,,,0.76,1,6,5.0,5.0,299.0,2141522.0,82366.23,5.0,6.0,69640.0,11606.67,8.0,3674146.0,5.0,160.0,1.0,160.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,70941.0,8867.63,8.0,45702.0,252011848.73,,,,,,,,,,114819.62,135342827866.92,5,160,139,45702,76,15333.67,461117908.22,24
114821267745,6,2,1,1,8,7,1,0,0,1.0,,26,0.79,0.0,6.0,0.0,,0.0,,,0.77,1,6,5.0,5.0,1344.0,329072.0,20567.0,2.0,19.0,329298.0,17331.47,2.0,329404.0,2.0,344.0,1.0,344.0,344.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,783.0,261.0,2.0,437.0,34982.0,,,,,,,,,,13697.0,1410219248.96,2,344,2,437,354,261.0,34982.0,19
114821269647,0,1,0,0,1,2,1,0,0,,,5,0.15,0.0,0.0,0.0,,,,,1.0,2,7,6.0,6.0,,203.0,50.75,9.0,,,,,,,194.0,3.0,64.67,26.0,109.0,1164.22,59.0,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,50.75,1454.19,9,59,109,26,9,64.67,1164.22,9
114821353842,0,0,0,0,0,1,1,0,0,,,2,0.06,0.0,0.0,0.0,,,,,1.0,6,7,6.0,,,,,,,,,,,,,,,,,,67.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,67.0,0.0,67,67,0,0,0,22.33,997.56,67
114821367340,4,4,3,69,12,0,1,0,0,1.0,,93,2.81,0.0,4.0,0.0,,10.0,,,0.96,1,5,4.0,4.0,11311.0,70190.0,1671.19,1.0,20.0,3272.0,163.6,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,153.0,12.75,1.0,49.0,167.69,,,,,,,,,,1517.61,84343833.8,1,7,11,2,5,6.67,13.56,18
114821367749,7,0,0,0,3,3,1,0,0,,,14,0.42,0.0,7.0,0.0,,,,,0.5,1,7,6.0,6.0,255.0,,,,,,,,,,233.0,2.0,116.5,62.0,171.0,2970.25,171.0,171.0,171.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,194614.92,271754520710.99,20,171,62,22,83577,85.0,3964.67,478173
114821369642,13,7,66,23,35,1,1,0,0,1.0,,146,4.41,0.0,13.0,0.0,,10.0,,,0.91,1,5,4.0,4.0,308.0,77143.0,2967.04,11.0,4.0,292.0,73.0,32.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,2915306.0,30367.77,3.0,2220504.0,52093822549.0,76092.0,5072.8,16.0,64969.0,257437476.29,,,,,,,,,,21230.03,34736455740.92,3,140,77,32,43,83.0,1962.0,85
114821453248,17,2,1,0,4,0,0,3,3,1.0,,30,0.91,3.0,17.0,17.65,,,,,0.43,1,5,1.0,1.0,32.0,72774.0,36387.0,32.0,11.0,2897025.0,263365.91,29.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,14.0,2901594.0,207256.71,19.0,522281013845.0,2901575.0,223198.08,558898697851.0,49817382915.7,106964.34,262131336822.57,3,32,72742,127,29,24300.33,1173299038.89,108
114821453541,5,11,1,23,6,5,0,0,0,,,51,1.54,0.0,5.0,0.0,,,,,0.9,1,5,4.0,4.0,53.0,48450.0,16150.0,17.0,42.0,749713.0,17850.31,3.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,81599.0,3709.05,3.0,48397.0,136603518.59,,,,,,,,,,,,,,,15044.02,5360869227.46,3,36,17,48397,43,16150.0,519934564.67,482
